"","AFFY.Mouse430.2.probe","logFC","AveExpr","t","P.Value","adj.P.Val","B","Transcript.stable.ID","Gene.stable.ID","Gene.stable.ID.version","Transcript.stable.ID.version","Chromosome/scaffold.name","Gene.name","MGI.symbol","ensembl.gene","gene.symbol","entrezID","refseqID","unigeneID","chrom","startsite","tiss.number","tissues","max.tissue"
"25","1415891_at",-0.71776840327745,10.4404457113167,-7.13899250486733,5.04499318850256e-07,1.04771976376513e-05,5.53223430133172,"ENSMUST00000064740","ENSMUSG00000052738","ENSMUSG00000052738.15","ENSMUST00000064740.9","6","Suclg1","Suclg1","ENSMUSG00000052738","Suclg1","56451","Mm.29845","Mm.29845","6","73248382","4","adipose_brown/heart/kidney/skeletal_muscle","adipose_brown"
"26","1415892_at",-0.311647086778896,8.23098546410512,-2.83512517885404,0.00995572522151706,0.0471469020838872,-4.39317195673548,"ENSMUST00000122259","ENSMUSG00000020097","ENSMUSG00000020097.15","ENSMUST00000122259.8","10","Sgpl1","Sgpl1","ENSMUSG00000020097","Sgpl1","20397","Mm.412319/Mm.414458","Mm.412319/Mm.414458","10","61098642","3","3T3-L1/bladder/intestine_small/macrophage_bone_marrow_0hr/macrophage_bone_marrow_24h_LPS/macrophage_bone_marrow_2hr_LPS/macrophage_bone_marrow_6hr_LPS/macrophage_peri_LPS_thio_0hrs/macrophage_peri_LPS_thio_1hrs/macrophage_peri_LPS_thio_7hrs/microglia/osteoblast_day5/osteoclasts","macrophage_peri_LPS_thio_0hrs"
"29","1415922_s_at",0.507272132885001,11.8199407702072,4.8021673328397,9.73208509344793e-05,0.000985449175378477,0.173222485208616,"ENSMUST00000062356","ENSMUSG00000047945","ENSMUSG00000047945.7","ENSMUST00000062356.7","4","Marcksl1","Marcksl1","ENSMUSG00000047945","Marcksl1","17357","Mm.424974/Mm.443445/Mm.482672","Mm.424974/Mm.443445/Mm.482672","4","129513581","3","amygdala/dendritic_cells_lymphoid_CD8a+/dendritic_cells_myeloid_CD8a-/macrophage_bone_marrow_0hr/macrophage_bone_marrow_2hr_LPS/macrophage_bone_marrow_6hr_LPS/macrophage_peri_LPS_thio_1hrs/macrophage_peri_LPS_thio_7hrs/microglia/mIMCD-3/neuro2a/ovary/uterus","macrophage_bone_marrow_2hr_LPS"
"30","1415946_at",0.601399921470831,8.79725285904856,4.70749463234985,0.000121784236944116,0.00120326516532209,-0.0526098463637554,"ENSMUST00000139078","ENSMUSG00000025728","ENSMUSG00000025728.17","ENSMUST00000139078.3","17","Pigq","Pigq","ENSMUSG00000025728","Pigq","14755","Mm.362054","Mm.362054","17","25926427","1","bone_marrow","bone_marrow"
"35","1415947_at",0.46374991418211,8.73989805764088,3.76701094469396,0.00114258740156896,0.00802025021058258,-2.28725021736715,"ENSMUST00000040298","ENSMUSG00000040713","ENSMUSG00000040713.13","ENSMUST00000040298.5","1","Creg1","Creg1","ENSMUSG00000040713","Creg1","433375","Mm.294885","Mm.294885","1","165763746","5","bone/bone_marrow/liver/macrophage_bone_marrow_0hr/macrophage_bone_marrow_24h_LPS/macrophage_bone_marrow_2hr_LPS/macrophage_peri_LPS_thio_0hrs/macrophage_peri_LPS_thio_1hrs/macrophage_peri_LPS_thio_7hrs/mast_cells/mast_cells_IgE/mast_cells_IgE+antigen_1hr/mast_cells_IgE+antigen_6hr/microglia/osteoclasts/placenta/RAW_264_7","placenta"
"38","1415983_at",-0.376867046691439,8.07638838956092,-3.58349711903479,0.00176423843450429,0.011447362021296,-2.71538377987937,"ENSMUST00000131802","ENSMUSG00000021998","ENSMUSG00000021998.17","ENSMUST00000131802.2","14","Lcp1","Lcp1","ENSMUSG00000021998","Lcp1","18826",NA,NA,"14","75131101","5","Baf3/B-cells_marginal_zone/bone/bone_marrow/common_myeloid_progenitor/dendritic_cells_lymphoid_CD8a+/dendritic_cells_myeloid_CD8a-/dendritic_plasmacytoid_B220+/follicular_B-cells/granulocytes_mac1+gr1+/lymph_nodes/macrophage_bone_marrow_0hr/macrophage_bone_marrow_24h_LPS/macrophage_bone_marrow_2hr_LPS/macrophage_bone_marrow_6hr_LPS/macrophage_peri_LPS_thio_0hrs/macrophage_peri_LPS_thio_1hrs/macrophage_peri_LPS_thio_7hrs/mast_cells/mast_cells_IgE+antigen_1hr/mast_cells_IgE+antigen_6hr/microglia/NK_cells/osteoclasts/RAW_264_7/spleen/stem_cells__HSC/T-cells_CD4+/T-cells_CD8+/T-cells_foxP3+/thymocyte_SP_CD8+","macrophage_bone_marrow_2hr_LPS"
"40","1416003_at",0.279625555924529,6.5651245498181,3.06038696986902,0.00597025395980763,0.0311456208575245,-3.90288494519141,"ENSMUST00000046174","ENSMUSG00000037625","ENSMUSG00000037625.8","ENSMUST00000046174.8","3","Cldn11","Cldn11","ENSMUSG00000037625","Cldn11","18417","Mm.4425/Mm.473111","Mm.4425/Mm.473111","3","31149946","4","amygdala/cerebellum/cerebral_cortex/cerebral_cortex_prefrontal/dorsal_root_ganglia/dorsal_striatum/hippocampus/hypothalamus/nucleus_accumbens/olfactory_bulb/placenta/RAW_264_7/spinal_cord/testis","spinal_cord"
"41","1416006_at",0.74910174162483,12.2068247785835,7.13434597006244,5.09470147637104e-07,1.05468407388621e-05,5.52217743805161,"ENSMUST00000128152","ENSMUSG00000040479","ENSMUSG00000040479.13","ENSMUST00000128152.8","2","Dgkz","Dgkz","ENSMUSG00000040479","Dgkz","104418",NA,NA,"2","91932824","2","amygdala/cerebellum/cerebral_cortex/cerebral_cortex_prefrontal/dorsal_root_ganglia","dorsal_root_ganglia"
"43","1416016_at",-0.335311239092406,6.85087951091034,-4.00810909410932,0.000643916984628731,0.00495163049146693,-1.7189211218398,"ENSMUST00000041633","ENSMUSG00000037321","ENSMUSG00000037321.18","ENSMUST00000041633.15","17","Tap1","Tap1","ENSMUSG00000037321","Tap1","21354","Mm.482076","Mm.482076","17","34187553","3","dendritic_cells_lymphoid_CD8a+/dendritic_cells_myeloid_CD8a-/follicular_B-cells/intestine_small/lymph_nodes/macrophage_bone_marrow_24h_LPS/macrophage_bone_marrow_6hr_LPS/macrophage_peri_LPS_thio_7hrs/spleen/T-cells_CD4+/T-cells_CD8+","macrophage_peri_LPS_thio_7hrs"
"47","1416030_a_at",0.619868461455418,11.1994564867353,3.91299989260863,0.000807594948946167,0.00599127037779062,-1.94377390334277,"ENSMUST00000000505","ENSMUSG00000029730","ENSMUSG00000029730.17","ENSMUST00000000505.16","5","Mcm7","Mcm7","ENSMUSG00000029730","Mcm7","17220","Mm.378965/Mm.482227","Mm.378965/Mm.482227","5","138164583","2","bone/bone_marrow/C2C12/common_myeloid_progenitor/embryonic_stem_line_Bruce4_p13/embryonic_stem_line_V26_2_p16/granulo_mono_progenitor/macrophage_bone_marrow_0hr/mega_erythrocyte_progenitor/mIMCD-3/nih_3T3/RAW_264_7/stem_cells__HSC/thymocyte_DP_CD4+CD8+/thymocyte_SP_CD8+","common_myeloid_progenitor"
"48","1416041_at",-0.77833663616647,8.67593183746231,-6.1088921312623,4.75174429487044e-06,7.1893560433527e-05,3.2373505678262,"ENSMUST00000020145","ENSMUSG00000019970","ENSMUSG00000019970.16","ENSMUST00000020145.12","10","Sgk1","Sgk1","ENSMUSG00000019970","Sgk1","20393","Mm.28405","Mm.28405","10","21882184","1","ciliary_bodies/cornea/iris/macrophage_bone_marrow_24h_LPS/macrophage_peri_LPS_thio_0hrs/macrophage_peri_LPS_thio_1hrs/macrophage_peri_LPS_thio_7hrs/nih_3T3/retina/retinal_pigment_epithelium","macrophage_peri_LPS_thio_1hrs"
"53","1416042_s_at",0.609667205046497,11.0821117731766,5.025418823626,5.74777211936692e-05,0.000626776287464744,0.704697364071996,"ENSMUST00000030457","ENSMUSG00000028693","ENSMUSG00000028693.16","ENSMUST00000030457.12","4","Nasp","Nasp","ENSMUSG00000028693","Nasp","50927","Mm.257181/Mm.401098/Mm.411401","Mm.257181/Mm.401098/Mm.411401","4","116601052","3","bone/bone_marrow/C2C12/common_myeloid_progenitor/embryonic_stem_line_Bruce4_p13/embryonic_stem_line_V26_2_p16/granulo_mono_progenitor/macrophage_bone_marrow_0hr/mega_erythrocyte_progenitor/mIMCD-3/nih_3T3/osteoclasts/RAW_264_7/testis/thymocyte_DP_CD4+CD8+/thymocyte_SP_CD8+","testis"
"58","1416046_a_at",-0.66491297385074,7.51987163453248,-6.17563169656872,4.09241614509457e-06,6.30318536607002e-05,3.38980717138908,"ENSMUST00000166466","ENSMUSG00000019810","ENSMUSG00000019810.16","ENSMUST00000166466.2","10","Fuca2","Fuca2","ENSMUSG00000019810","Fuca2","66848","Mm.26625/Mm.338317/Mm.401480/Mm.412446","Mm.26625/Mm.338317/Mm.401480/Mm.412446","10","13499540","2","heart/kidney/macrophage_peri_LPS_thio_0hrs/osteoclasts","kidney"
"60","1416056_a_at",-0.592221474286951,11.5821361878787,-5.12022840655966,4.60084182776913e-05,0.000518170804125777,0.929759597197346,"ENSMUST00000116621","ENSMUSG00000031059","ENSMUSG00000031059.10","ENSMUST00000116621.2","X","Ndufb11","Ndufb11","ENSMUSG00000031059","Ndufb11","104130","Mm.389686/Mm.396656/Mm.480889","Mm.389686/Mm.396656/Mm.480889","X","20615326","3","adipose_brown/heart/skeletal_muscle","heart"
"61","1416066_at",-0.664831703095819,8.86489466391196,-4.25074023899932,0.000361076687776756,0.00302645383160955,-1.14251444451878,"ENSMUST00000032492","ENSMUSG00000030342","ENSMUSG00000030342.9","ENSMUST00000032492.9","6","Cd9","Cd9","ENSMUSG00000030342","Cd9","12527","Mm.210676/Mm.470273","Mm.210676/Mm.470273","6","125460266","5","C2C12/dorsal_root_ganglia/epidermis/lung/macrophage_bone_marrow_0hr/macrophage_bone_marrow_2hr_LPS/macrophage_peri_LPS_thio_0hrs/macrophage_peri_LPS_thio_1hrs/macrophage_peri_LPS_thio_7hrs/mammary_gland__lact/mast_cells_IgE+antigen_1hr/mast_cells_IgE+antigen_6hr/nih_3T3/osteoclasts/placenta/RAW_264_7","macrophage_peri_LPS_thio_0hrs"
"63","1416069_at",-0.562354567591216,7.80166502639496,-5.82725754360051,8.97694299110832e-06,0.000124800264166479,2.58885247286789,"ENSMUST00000138703","ENSMUSG00000021196","ENSMUSG00000021196.15","ENSMUST00000138703.8","13","Pfkp","Pfkp","ENSMUSG00000021196","Pfkp","56421","Mm.406927","Mm.406927","13","6579768","3","amygdala/Baf3/dorsal_root_ganglia/intestine_small/macrophage_bone_marrow_0hr/mast_cells/neuro2a","dorsal_root_ganglia"
"67","1416076_at",0.610235091549965,10.5704870490113,5.36314220570838,2.61004159399672e-05,0.0003151866895269,1.50403024142645,"ENSMUST00000072119","ENSMUSG00000041431","ENSMUSG00000041431.17","ENSMUST00000072119.15","13","Ccnb1","Ccnb1","ENSMUSG00000041431","Ccnb1","268697/434175/101056596","Mm.260114/Mm.380027/Mm.401674/Mm.447586/Mm.480938/Mm.482545","Mm.260114/Mm.380027/Mm.401674/Mm.447586/Mm.480938/Mm.482545","13","100778650","2","3T3-L1/Baf3/bone/bone_marrow/C2C12/C3H_10T1_2/common_myeloid_progenitor/embryonic_stem_line_Bruce4_p13/embryonic_stem_line_V26_2_p16/granulo_mono_progenitor/granulocytes_mac1+gr1+/macrophage_bone_marrow_0hr/macrophage_bone_marrow_2hr_LPS/mega_erythrocyte_progenitor/mIMCD-3/min6/neuro2a/nih_3T3/osteoblast_day14/osteoblast_day5/osteoclasts/RAW_264_7/stem_cells__HSC/T-cells_foxP3+/thymocyte_DP_CD4+CD8+","embryonic_stem_line_V26_2_p16"
"70","1416090_at",-0.607877247761351,11.1355399142346,-6.17498040628467,4.09837539520578e-06,6.30318536607002e-05,3.38832174181021,"ENSMUST00000022268","ENSMUSG00000021748","ENSMUSG00000021748.10","ENSMUST00000022268.10","14","Pdhb","Pdhb","ENSMUSG00000021748","Pdhb","68263","Mm.301527/Mm.388987/Mm.471930","Mm.301527/Mm.388987/Mm.471930","14","8165991","3","adipose_brown/heart/skeletal_muscle","adipose_brown"
"71","1416094_at",-0.399879480036436,8.89489064806581,-3.30808148470202,0.0033669959533007,0.0193276237777059,-3.3478167689854,"ENSMUST00000084035","ENSMUSG00000031555","ENSMUSG00000031555.16","ENSMUST00000084035.12","8","Adam9","Adam9","ENSMUSG00000031555","Adam9","11502","Mm.407298","Mm.407298","8","24949611","1","3T3-L1/macrophage_bone_marrow_0hr/macrophage_bone_marrow_2hr_LPS/microglia/nih_3T3/osteoblast_day14/osteoblast_day21/osteoblast_day5/osteoclasts","osteoblast_day5"
"73","1416108_a_at",-0.39124396503585,8.79468253116649,-4.02387028732951,0.000620182370623075,0.00478785655585959,-1.68158930309997,"ENSMUST00000058488","ENSMUSG00000032353","ENSMUSG00000032353.10","ENSMUST00000058488.9","9","Tmed3","Tmed3","ENSMUSG00000032353","Tmed3","66111",NA,NA,"9","89699203","4","adipose_white/lacrimal_gland/min6/osteoblast_day14/osteoblast_day21/prostate/salivary_gland","prostate"
"74","1416118_at",0.758588201224709,10.1867649494164,5.03192841072365,5.66048015310715e-05,0.000619328709369324,0.720164174198609,"ENSMUST00000107802","ENSMUSG00000034317","ENSMUSG00000034317.15","ENSMUST00000107802.8","3","Trim59","Trim59","ENSMUSG00000034317","Trim59","66949","Mm.176695/Mm.491445","Mm.176695/Mm.491445","3","69035288","2","bone/bone_marrow/C2C12/common_myeloid_progenitor/embryonic_stem_line_Bruce4_p13/embryonic_stem_line_V26_2_p16/follicular_B-cells/granulo_mono_progenitor/macrophage_bone_marrow_0hr/mIMCD-3/nih_3T3/osteoblast_day5/stem_cells__HSC/T-cells_CD4+/T-cells_CD8+/T-cells_foxP3+/thymocyte_DP_CD4+CD8+/thymocyte_SP_CD4+/thymocyte_SP_CD8+","thymocyte_DP_CD4+CD8+"
"75","1416120_at",0.725349614976569,10.8736986761322,4.53926079195877,0.000181597153376075,0.0016773300809708,-0.454221749490684,"ENSMUST00000020980","ENSMUSG00000020649","ENSMUSG00000020649.12","ENSMUST00000020980.12","12","Rrm2","Rrm2","ENSMUSG00000020649","Rrm2","20135","Mm.99/Mm.302318/Mm.323208/Mm.342334/Mm.413373/Mm.416810/Mm.454806","Mm.99/Mm.302318/Mm.323208/Mm.342334/Mm.413373/Mm.416810/Mm.454806","12","24708241","4","3T3-L1/Baf3/bone/bone_marrow/C2C12/C3H_10T1_2/common_myeloid_progenitor/embryonic_stem_line_Bruce4_p13/embryonic_stem_line_V26_2_p16/granulo_mono_progenitor/granulocytes_mac1+gr1+/macrophage_bone_marrow_0hr/macrophage_bone_marrow_2hr_LPS/mega_erythrocyte_progenitor/mIMCD-3/min6/neuro2a/nih_3T3/osteoblast_day14/osteoblast_day5/osteoclasts/placenta/RAW_264_7/stem_cells__HSC/thymocyte_DP_CD4+CD8+/thymocyte_SP_CD8+/umbilical_cord","thymocyte_DP_CD4+CD8+"
"76","1416129_at",-0.747018931445897,9.26669921113128,-5.76861240508875,1.02601288602026e-05,0.000141152532272956,2.45282113290264,"ENSMUST00000073600","ENSMUSG00000028967","ENSMUSG00000028967.11","ENSMUST00000073600.9","4","Errfi1","Errfi1","ENSMUSG00000028967","Errfi1","74155","Mm.318841/Mm.475529","Mm.318841/Mm.475529","4","150853919","5","bladder/C2C12/kidney/liver/lung/macrophage_bone_marrow_2hr_LPS/mIMCD-3/osteoblast_day14/osteoblast_day21/osteoblast_day5/placenta","liver"
"78","1416130_at",-0.445373086731946,7.87329412517798,-3.91412138982299,0.000805442294676765,0.00598210615442732,-1.94112704989179,"ENSMUST00000091288","ENSMUSG00000079037","ENSMUSG00000079037.10","ENSMUST00000091288.13","2","Prnp","Prnp","ENSMUSG00000079037","Prnp","19122","Mm.648/Mm.393900","Mm.648/Mm.393900","2","131909928","2","amygdala/cerebral_cortex/cerebral_cortex_prefrontal/dorsal_root_ganglia/dorsal_striatum/hippocampus/hypothalamus/mast_cells/mast_cells_IgE/mast_cells_IgE+antigen_1hr/mast_cells_IgE+antigen_6hr/min6/nucleus_accumbens/olfactory_bulb/osteoblast_day14/osteoblast_day21/osteoblast_day5/spinal_cord","mast_cells"
"79","1416149_at",-0.379857167231874,6.78858688610637,-4.14659014454579,0.000462874092465074,0.00374491557936073,-1.39034228593021,"ENSMUST00000056882","ENSMUSG00000046160","ENSMUSG00000046160.7","ENSMUST00000056882.7","16","Olig1","Olig1","ENSMUSG00000046160","Olig1","50914","Mm.39300","Mm.39300","16","91269769","1","amygdala/cerebellum/cerebral_cortex/cerebral_cortex_prefrontal/dorsal_striatum/embryonic_stem_line_V26_2_p16/hippocampus/hypothalamus/microglia/nucleus_accumbens/olfactory_bulb/spinal_cord","spinal_cord"
"80","1416164_at",-0.448268747953358,7.67802478181051,-3.5423083303497,0.00194423248609732,0.0124664110539239,-2.81081113380696,"ENSMUST00000021603","ENSMUSG00000021186","ENSMUSG00000021186.10","ENSMUST00000021603.9","12","Fbln5","Fbln5","ENSMUSG00000021186","Fbln5","23876","Mm.288381","Mm.288381","12","101746565","3","C3H_10T1_2/ciliary_bodies/iris/kidney/osteoblast_day14/osteoblast_day21/osteoblast_day5/umbilical_cord","C3H_10T1_2"
"81","1416205_at",-0.923813843100694,8.00386596228488,-7.33325703857561,3.35704322557036e-07,7.32149795115195e-06,5.95019652196967,"ENSMUST00000063042","ENSMUSG00000045594","ENSMUSG00000045594.11","ENSMUST00000063042.11","9","Glb1","Glb1","ENSMUSG00000045594","Glb1","12091",NA,NA,"9","114401076","2","kidney/macrophage_peri_LPS_thio_0hrs/macrophage_peri_LPS_thio_1hrs/mast_cells/microglia/osteoblast_day21/osteoclasts","mast_cells"
"82","1416214_at",0.506042300091618,10.7967732328963,4.8775582165595,8.14357104486322e-05,0.000845608706744476,0.352896669276441,"ENSMUST00000023353","ENSMUSG00000022673","ENSMUSG00000022673.6","ENSMUST00000023353.4","16","Mcm4","Mcm4","ENSMUSG00000022673","Mcm4","17217","Mm.1500/Mm.472867","Mm.1500/Mm.472867","16","15623897","2","bone/bone_marrow/C2C12/common_myeloid_progenitor/dendritic_cells_lymphoid_CD8a+/embryonic_stem_line_Bruce4_p13/embryonic_stem_line_V26_2_p16/granulo_mono_progenitor/macrophage_bone_marrow_0hr/mega_erythrocyte_progenitor/mIMCD-3/nih_3T3/NK_cells/osteoclasts/RAW_264_7/stem_cells__HSC/T-cells_CD4+/T-cells_CD8+/T-cells_foxP3+/thymocyte_DP_CD4+CD8+/thymocyte_SP_CD4+/thymocyte_SP_CD8+","mega_erythrocyte_progenitor"
"83","1416239_at",-1.06386425059683,8.39077248310046,-7.80390686263906,1.27788991502851e-07,3.12101877749097e-06,6.94232858954387,"ENSMUST00000102840","ENSMUSG00000076441","ENSMUSG00000076441.10","ENSMUST00000102840.5","2","Ass1","Ass1","ENSMUSG00000076441","Ass1","11898","Mm.3217/Mm.406445","Mm.3217/Mm.406445","2","31470207","3","3T3-L1/C2C12/C3H_10T1_2/embryonic_stem_line_Bruce4_p13/embryonic_stem_line_V26_2_p16/kidney/liver/macrophage_bone_marrow_24h_LPS/macrophage_bone_marrow_6hr_LPS/osteoblast_day14/osteoblast_day21/osteoblast_day5/placenta/T-cells_CD4+","liver"
"84","1416242_at",0.34435086153073,8.10008248535197,3.7046120578633,0.00132480870135449,0.0090272492596997,-2.43332827425063,"ENSMUST00000115313","ENSMUSG00000036782","ENSMUSG00000036782.14","ENSMUST00000115313.8","X","Klhl13","Klhl13","ENSMUSG00000036782","Klhl13","67455",NA,NA,"X","23219271","3","amygdala/dorsal_striatum/embryonic_stem_line_V26_2_p16/hypothalamus/nucleus_accumbens/osteoblast_day14/osteoblast_day21/placenta/spinal_cord/umbilical_cord","placenta"
"89","1416253_at",0.33168746764326,8.90127399916014,3.2314838576736,0.00402347305472385,0.0222725533020834,-3.52103346444408,"ENSMUST00000086374","ENSMUSG00000096472","ENSMUSG00000096472.3","ENSMUST00000086374.8","9","Cdkn2d","Cdkn2d","ENSMUSG00000096472","Cdkn2d","12581","Mm.29020/Mm.474313","Mm.29020/Mm.474313","9","21288463","2","bone/bone_marrow/macrophage_bone_marrow_0hr/min6/osteoclasts/thymocyte_DP_CD4+CD8+","bone_marrow"
"90","1416258_at",0.658704856433676,9.37076250947093,4.83692752110979,8.96406279167645e-05,0.000913353960383159,0.256085142392338,"ENSMUST00000141939","ENSMUSG00000025574","ENSMUSG00000025574.14","ENSMUST00000141939.2","11","Tk1","Tk1","ENSMUSG00000025574","Tk1","21877","Mm.443968","Mm.443968","11","117815526","2","3T3-L1/bone/bone_marrow/C2C12/C3H_10T1_2/common_myeloid_progenitor/embryonic_stem_line_Bruce4_p13/embryonic_stem_line_V26_2_p16/granulo_mono_progenitor/macrophage_bone_marrow_0hr/macrophage_bone_marrow_2hr_LPS/mega_erythrocyte_progenitor/mIMCD-3/neuro2a/nih_3T3/osteoblast_day14/osteoblast_day5/osteoclasts/RAW_264_7/thymocyte_DP_CD4+CD8+/thymocyte_SP_CD8+","nih_3T3"
