"","AFFY.Mouse430.2.probe","logFC","AveExpr","t","P.Value","adj.P.Val","B","Transcript.stable.ID","Gene.stable.ID","Gene.stable.ID.version","Transcript.stable.ID.version","Chromosome/scaffold.name","Gene.name","MGI.symbol","ensembl.gene","gene.symbol","entrezID","refseqID","unigeneID","chrom","startsite","tiss.number","tissues","max.tissue"
"27","1415810_at",-0.427661360842167,10.2281711452267,-5.73546920070306,1.10666981243139e-05,9.58378996927633e-05,2.5241550051106,"ENSMUST00000113038","ENSMUSG00000001228","ENSMUSG00000001228.15","ENSMUST00000113038.8","17","Uhrf1","Uhrf1","ENSMUSG00000001228","Uhrf1","18140","Mm.42196","Mm.42196","17","56303321","3","bone/bone_marrow/C2C12/C3H_10T1_2/common_myeloid_progenitor/embryonic_stem_line_Bruce4_p13/embryonic_stem_line_V26_2_p16/granulo_mono_progenitor/macrophage_bone_marrow_0hr/macrophage_bone_marrow_2hr_LPS/mega_erythrocyte_progenitor/mIMCD-3/neuro2a/nih_3T3/osteoclasts/RAW_264_7/stem_cells__HSC/testis/thymocyte_DP_CD4+CD8+/thymocyte_SP_CD8+","thymocyte_DP_CD4+CD8+"
"31","1415814_at",0.596862839824269,10.160426491855,5.05259675742098,5.39212609745626e-05,0.000381781262557136,0.919328049562898,"ENSMUST00000006435","ENSMUSG00000006273","ENSMUSG00000006273.15","ENSMUST00000006435.8","8","Atp6v1b2","Atp6v1b2","ENSMUSG00000006273","Atp6v1b2","11966","Mm.392573","Mm.392573","8","69088646","2","amygdala/cerebral_cortex/cerebral_cortex_prefrontal/dorsal_root_ganglia/dorsal_striatum/hippocampus/hypothalamus/macrophage_bone_marrow_0hr/macrophage_peri_LPS_thio_0hrs/macrophage_peri_LPS_thio_1hrs/macrophage_peri_LPS_thio_7hrs/microglia/osteoclasts/RAW_264_7/spinal_cord","osteoclasts"
"32","1415818_at",-0.222505788373558,8.76388057655793,-2.91061808907821,0.00839755261231277,0.0308162299295957,-4.07655124650819,"ENSMUST00000102727","ENSMUSG00000018340","ENSMUSG00000018340.14","ENSMUST00000102727.3","11","Anxa6","Anxa6","ENSMUSG00000018340","Anxa6","11749","Mm.265347","Mm.265347","11","54979108","4","adipose_brown/C2C12/C3H_10T1_2/dorsal_root_ganglia/macrophage_bone_marrow_6hr_LPS/mammary_gland_non-lactating/mast_cells/osteoblast_day14/osteoblast_day21/osteoblast_day5/uterus","C2C12"
"34","1415822_at",-0.552935990998337,11.7331263217171,-8.28010133844906,4.95675658195241e-08,8.3092569848102e-07,8.05647086833625,"ENSMUST00000026221","ENSMUSG00000025203","ENSMUSG00000025203.7","ENSMUST00000026221.7","19","Scd2","Scd2","ENSMUSG00000025203","Scd2","20250","Mm.396983/Mm.397176/Mm.487021","Mm.396983/Mm.397176/Mm.487021","19","44293676","4","3T3-L1/amygdala/C3H_10T1_2/cerebellum/cerebral_cortex/cerebral_cortex_prefrontal/dorsal_root_ganglia/dorsal_striatum/hippocampus/hypothalamus/mast_cells/microglia/mIMCD-3/min6/neuro2a/nih_3T3/nucleus_accumbens/olfactory_bulb/osteoblast_day14/osteoblast_day5/osteoclasts/ovary/spinal_cord/umbilical_cord","spinal_cord"
"35","1415838_at",-0.279504153062449,10.0613927756483,-3.36182787403397,0.00297001802275154,0.0125844623303202,-3.07213851571235,"ENSMUST00000020027","ENSMUSG00000019877","ENSMUSG00000019877.11","ENSMUST00000020027.11","10","Serinc1","Serinc1","ENSMUSG00000019877","Serinc1","56442","Mm.29344/Mm.400073/Mm.469248","Mm.29344/Mm.400073/Mm.469248","10","57515774","2","amygdala/cerebral_cortex_prefrontal/dorsal_root_ganglia/dorsal_striatum/hippocampus","amygdala"
"36","1415840_at",-0.408933338396235,10.1273041395243,-4.41429904431594,0.000244506198712665,0.00143254709955551,-0.601047919245532,"ENSMUST00000034904","ENSMUSG00000032349","ENSMUSG00000032349.14","ENSMUST00000034904.14","9","Elovl5","Elovl5","ENSMUSG00000032349","Elovl5","68801","Mm.430736/Mm.475262","Mm.430736/Mm.475262","9","77917364","2","adrenal_gland/liver/mast_cells_IgE+antigen_6hr/T-cells_CD4+/T-cells_CD8+/thymocyte_SP_CD8+","thymocyte_SP_CD8+"
"37","1415846_a_at",0.331570258232749,5.93713187129004,4.64233070673099,0.000142147049485113,0.000894730607811219,-0.057148106021387,"ENSMUST00000014545","ENSMUSG00000030851","ENSMUSG00000030851.16","ENSMUST00000014545.11","7","Ldhc","Ldhc","ENSMUSG00000030851","Ldhc","16833","Mm.16563/Mm.467935","Mm.16563/Mm.467935","7","46861203","3","cerebral_cortex_prefrontal/granulocytes_mac1+gr1+/pancreas/testis","testis"
"38","1415850_at",-0.884257394418364,8.03900127445019,-11.0775999444981,3.37860080020031e-10,1.06950756398574e-08,13.1861151945498,"ENSMUST00000137822","ENSMUSG00000031453","ENSMUSG00000031453.17","ENSMUST00000137822.2","8","Rasa3","Rasa3","ENSMUSG00000031453","Rasa3","19414","Mm.18517/Mm.412726","Mm.18517/Mm.412726","8","13566950","1","follicular_B-cells/lymph_nodes/macrophage_peri_LPS_thio_0hrs/NK_cells/T-cells_CD4+/T-cells_CD8+","T-cells_CD8+"
"40","1415851_a_at",0.398147182326301,11.0965803516052,3.38262265516592,0.00282902799813699,0.0120418352322789,-3.02469731169132,"ENSMUST00000081111","ENSMUSG00000062867","ENSMUSG00000062867.14","ENSMUST00000081111.14","9","Impdh2","Impdh2","ENSMUSG00000062867","Impdh2","23918/100042069",NA,NA,"9","108560534","2","B-cells_marginal_zone/ciliary_bodies/common_myeloid_progenitor/cornea/dendritic_cells_lymphoid_CD8a+/dendritic_cells_myeloid_CD8a-/dendritic_plasmacytoid_B220+/granulo_mono_progenitor/granulocytes_mac1+gr1+/iris/mast_cells_IgE+antigen_1hr/mast_cells_IgE+antigen_6hr/mega_erythrocyte_progenitor/retina/retinal_pigment_epithelium/stem_cells__HSC/T-cells_CD4+/T-cells_CD8+/T-cells_foxP3+/testis/thymocyte_DP_CD4+CD8+/thymocyte_SP_CD4+/thymocyte_SP_CD8+","granulocytes_mac1+gr1+"
"42","1415856_at",1.39801440280096,9.27937553167532,15.9389114734956,3.71705593905149e-13,2.72347435714098e-11,20.1751250420917,"ENSMUST00000022242","ENSMUSG00000021728","ENSMUSG00000021728.9","ENSMUST00000022242.9","13","Emb","Emb","ENSMUSG00000021728","Emb","13723","Mm.274926/Mm.397844","Mm.274926/Mm.397844","13","117220625","2","common_myeloid_progenitor/dorsal_root_ganglia/embryonic_stem_line_V26_2_p16/granulo_mono_progenitor/granulocytes_mac1+gr1+/macrophage_peri_LPS_thio_0hrs/min6/neuro2a/osteoblast_day14/osteoblast_day21/osteoblast_day5/osteoclasts/pituitary/stem_cells__HSC/T-cells_CD4+/T-cells_CD8+/thymocyte_DP_CD4+CD8+/thymocyte_SP_CD4+/thymocyte_SP_CD8+","granulo_mono_progenitor"
"43","1415874_at",-0.655674980570927,8.53841689879319,-6.41466839078879,2.40755526112544e-06,2.43028914207415e-05,4.07821394665535,"ENSMUST00000108107","ENSMUSG00000037211","ENSMUSG00000037211.13","ENSMUST00000108107.2","3","Spry1","Spry1","ENSMUSG00000037211","Spry1","24063","Mm.330986/Mm.474123","Mm.330986/Mm.474123","3","37639947","2","lens/lung/mIMCD-3/neuro2a/retinal_pigment_epithelium","mIMCD-3"
"46","1415886_at",-0.238838677931629,7.32621410244925,-3.55227977574566,0.00189906626618212,0.00861782263171441,-2.63465668060024,"ENSMUST00000113242","ENSMUSG00000059013","ENSMUSG00000059013.13","ENSMUST00000113242.5","2","Sh2d3c","Sh2d3c","ENSMUSG00000059013","Sh2d3c","27387",NA,NA,"2","32721055","1","lung","lung"
"48","1415892_at",0.393780752852148,8.23098546410512,4.38742072016846,0.000260675103194192,0.00150964684540793,-0.665128452374427,"ENSMUST00000150258","ENSMUSG00000020097","ENSMUSG00000020097.15","ENSMUST00000150258.8","10","Sgpl1","Sgpl1","ENSMUSG00000020097","Sgpl1","20397","Mm.412319/Mm.414458","Mm.412319/Mm.414458","10","61098642","3","3T3-L1/bladder/intestine_small/macrophage_bone_marrow_0hr/macrophage_bone_marrow_24h_LPS/macrophage_bone_marrow_2hr_LPS/macrophage_bone_marrow_6hr_LPS/macrophage_peri_LPS_thio_0hrs/macrophage_peri_LPS_thio_1hrs/macrophage_peri_LPS_thio_7hrs/microglia/osteoblast_day5/osteoclasts","macrophage_peri_LPS_thio_0hrs"
"51","1415903_at",-0.637203355419969,8.86625201218264,-6.50488225643594,1.97437315823138e-06,2.0339474509995e-05,4.2807743961524,"ENSMUST00000100262","ENSMUSG00000023169","ENSMUSG00000023169.16","ENSMUST00000100262.4","15","Slc38a1","Slc38a1","ENSMUSG00000023169","Slc38a1","105727","Mm.103568/Mm.407591/Mm.410047/Mm.430778","Mm.103568/Mm.407591/Mm.410047/Mm.430778","15","96571418","2","placenta/retina/retinal_pigment_epithelium","placenta"
"54","1415911_at",-0.271459410758654,8.67016673430322,-2.82756266317882,0.0101262224699022,0.0359054094512644,-4.25519955162558,"ENSMUST00000025290","ENSMUSG00000024423","ENSMUSG00000024423.7","ENSMUST00000025290.7","18","Impact","Impact","ENSMUSG00000024423","Impact","16210","Mm.8154/Mm.490822/Mm.491575","Mm.8154/Mm.490822/Mm.491575","18","12972252","1","amygdala/cerebral_cortex/cerebral_cortex_prefrontal/dorsal_striatum/hippocampus/hypothalamus/nucleus_accumbens/osteoblast_day14/osteoblast_day5/spinal_cord","hypothalamus"
"55","1415916_a_at",0.536296891900433,10.1146905928011,3.69779131135255,0.00134639144654866,0.00637604838267525,-2.29643526919412,"ENSMUST00000021443","ENSMUSG00000021048","ENSMUSG00000021048.8","ENSMUST00000021443.7","12","Mthfd1","Mthfd1","ENSMUSG00000021048","Mthfd1","108156","Mm.29584/Mm.450408/Mm.471426/Mm.472060","Mm.29584/Mm.450408/Mm.471426/Mm.472060","12","76255232","2","common_myeloid_progenitor/embryonic_stem_line_Bruce4_p13/embryonic_stem_line_V26_2_p16/granulo_mono_progenitor/kidney/liver/mega_erythrocyte_progenitor/stem_cells__HSC","mega_erythrocyte_progenitor"
"56","1415922_s_at",-0.607008716739468,11.8199407702072,-7.03779871121705,6.24999037743731e-07,7.42371352482125e-06,5.45707621190823,"ENSMUST00000062356","ENSMUSG00000047945","ENSMUSG00000047945.7","ENSMUST00000062356.7","4","Marcksl1","Marcksl1","ENSMUSG00000047945","Marcksl1","17357","Mm.424974/Mm.443445/Mm.482672","Mm.424974/Mm.443445/Mm.482672","4","129513581","3","amygdala/dendritic_cells_lymphoid_CD8a+/dendritic_cells_myeloid_CD8a-/macrophage_bone_marrow_0hr/macrophage_bone_marrow_2hr_LPS/macrophage_bone_marrow_6hr_LPS/macrophage_peri_LPS_thio_1hrs/macrophage_peri_LPS_thio_7hrs/microglia/mIMCD-3/neuro2a/ovary/uterus","macrophage_bone_marrow_2hr_LPS"
"57","1415931_at",-0.637614879730797,7.72630581438794,-5.42631921245137,2.25421887244757e-05,0.00017839516101008,1.8018936696644,"ENSMUST00000105936","ENSMUSG00000048583","ENSMUSG00000048583.17","ENSMUST00000105936.8","7","Igf2","Igf2","ENSMUSG00000048583","Igf2","16002","Mm.3862/Mm.419447","Mm.3862/Mm.419447","7","142650766","2","min6/osteoblast_day14/osteoblast_day21/osteoblast_day5/placenta/umbilical_cord","umbilical_cord"
"60","1415932_x_at",0.439011989039696,7.66314892600764,4.76418432727189,0.00010647598746984,0.000689503390556928,0.233369458071188,"ENSMUST00000029060","ENSMUSG00000027546","ENSMUSG00000027546.16","ENSMUST00000029060.11","2","Atp9a","Atp9a","ENSMUSG00000027546","Atp9a","11981","Mm.330819","Mm.330819","2","168634438","3","amygdala/cerebellum/cerebral_cortex/cerebral_cortex_prefrontal/dorsal_root_ganglia/dorsal_striatum/hippocampus/hypothalamus/intestine_large/intestine_small/nucleus_accumbens/olfactory_bulb/spinal_cord","cerebral_cortex_prefrontal"
"65","1415956_a_at",-0.379205519665765,8.8191102462308,-3.38882498842735,0.00278825838429404,0.0118838123686153,-3.01053083762459,"ENSMUST00000033380","ENSMUSG00000031065","ENSMUSG00000031065.15","ENSMUST00000033380.7","X","Cdk16","Cdk16","ENSMUSG00000031065","Cdk16","18555","Mm.102574/Mm.411044","Mm.102574/Mm.411044","X","20687954","1","cerebral_cortex_prefrontal","cerebral_cortex_prefrontal"
"68","1415961_at",-0.378318968830778,9.84298068781566,-4.67036934510761,0.000132994989114068,0.000845282966874108,0.0097205316488731,"ENSMUST00000027425","ENSMUSG00000026223","ENSMUSG00000026223.16","ENSMUST00000027425.16","1","Itm2c","Itm2c","ENSMUSG00000026223","Itm2c","64294","Mm.29870","Mm.29870","1","85894281","1","amygdala/cerebral_cortex_prefrontal/dorsal_striatum/hippocampus/hypothalamus/mast_cells/mast_cells_IgE/mast_cells_IgE+antigen_1hr/mast_cells_IgE+antigen_6hr/nucleus_accumbens","mast_cells"
"69","1415971_at",-0.707816515187965,11.7082260997556,-8.95851698760729,1.35394536927976e-08,2.65137470062261e-07,9.39006326747643,"ENSMUST00000092584","ENSMUSG00000069662","ENSMUSG00000069662.6","ENSMUST00000092584.6","10","Marcks","Marcks","ENSMUSG00000069662","Marcks","17118","Mm.30059/Mm.402667/Mm.409583/Mm.485179","Mm.30059/Mm.402667/Mm.409583/Mm.485179","10","37133375","2","3T3-L1/C3H_10T1_2/dendritic_cells_lymphoid_CD8a+/dendritic_cells_myeloid_CD8a-/macrophage_bone_marrow_2hr_LPS/macrophage_bone_marrow_6hr_LPS/microglia/osteoblast_day14/osteoblast_day21/osteoblast_day5/umbilical_cord","osteoblast_day21"
"70","1415978_at",-0.422180519986025,8.52825427566286,-4.55618737100048,0.000174432673915726,0.00107613572999475,-0.26262807716095,"ENSMUST00000071134","ENSMUSG00000062380","ENSMUSG00000062380.5","ENSMUST00000071134.4","8","Tubb3","Tubb3","ENSMUSG00000062380","Tubb3","22152","Mm.40068","Mm.40068","8","123411424","4","amygdala/C2C12/cerebellum/cerebral_cortex/cerebral_cortex_prefrontal/dorsal_root_ganglia/dorsal_striatum/embryonic_stem_line_Bruce4_p13/embryonic_stem_line_V26_2_p16/hippocampus/hypothalamus/min6/neuro2a/nucleus_accumbens/olfactory_bulb/osteoblast_day5/placenta/spinal_cord/testis","dorsal_root_ganglia"
"71","1415983_at",0.670024071368782,8.07638838956092,7.80288004244832,1.28054406232422e-07,1.88072698883248e-06,7.0820547386646,"ENSMUST00000145303","ENSMUSG00000021998","ENSMUSG00000021998.17","ENSMUST00000145303.8","14","Lcp1","Lcp1","ENSMUSG00000021998","Lcp1","18826",NA,NA,"14","75131101","5","Baf3/B-cells_marginal_zone/bone/bone_marrow/common_myeloid_progenitor/dendritic_cells_lymphoid_CD8a+/dendritic_cells_myeloid_CD8a-/dendritic_plasmacytoid_B220+/follicular_B-cells/granulocytes_mac1+gr1+/lymph_nodes/macrophage_bone_marrow_0hr/macrophage_bone_marrow_24h_LPS/macrophage_bone_marrow_2hr_LPS/macrophage_bone_marrow_6hr_LPS/macrophage_peri_LPS_thio_0hrs/macrophage_peri_LPS_thio_1hrs/macrophage_peri_LPS_thio_7hrs/mast_cells/mast_cells_IgE+antigen_1hr/mast_cells_IgE+antigen_6hr/microglia/NK_cells/osteoclasts/RAW_264_7/spleen/stem_cells__HSC/T-cells_CD4+/T-cells_CD8+/T-cells_foxP3+/thymocyte_SP_CD8+","macrophage_bone_marrow_2hr_LPS"
"73","1415993_at",-0.645752024244125,9.72145135715408,-5.79591116712181,9.64100696900072e-06,8.48434634883316e-05,2.66437618536151,"ENSMUST00000100640","ENSMUSG00000022351","ENSMUSG00000022351.15","ENSMUST00000100640.5","15","Sqle","Sqle","ENSMUSG00000022351","Sqle","20775","Mm.296169","Mm.296169","15","59315077","2","3T3-L1/C3H_10T1_2/cornea/dorsal_root_ganglia/mast_cells_IgE/mast_cells_IgE+antigen_1hr/mIMCD-3/neuro2a/nih_3T3/osteoclasts","nih_3T3"
"75","1415995_at",0.353839176515105,9.28728461322679,3.22349755048198,0.00409869760535282,0.0166838995533744,-3.38542080101441,"ENSMUST00000029626","ENSMUSG00000027997","ENSMUSG00000027997.10","ENSMUST00000029626.9","3","Casp6","Casp6","ENSMUSG00000027997","Casp6","12368",NA,NA,"3","129901425","1","dendritic_cells_lymphoid_CD8a+/stomach","dendritic_cells_lymphoid_CD8a+"
"77","1416001_a_at",0.400517974298445,9.25754131913583,6.53392538706458,1.85264071618361e-06,1.92373727869957e-05,4.34578036291248,"ENSMUST00000168698","ENSMUSG00000031827","ENSMUSG00000031827.14","ENSMUST00000168698.2","8","Cotl1","Cotl1","ENSMUSG00000031827","Cotl1","72042","Mm.393405/Mm.408051","Mm.393405/Mm.408051","8","119809225","1","macrophage_bone_marrow_0hr/macrophage_bone_marrow_2hr_LPS/macrophage_bone_marrow_6hr_LPS/macrophage_peri_LPS_thio_0hrs/macrophage_peri_LPS_thio_1hrs/microglia/osteoclasts/T-cells_CD8+","macrophage_bone_marrow_0hr"
"79","1416003_at",-0.291043163344973,6.5651245498181,-3.90123862422059,0.000830517307131128,0.00419829717814115,-1.81905426288264,"ENSMUST00000046174","ENSMUSG00000037625","ENSMUSG00000037625.8","ENSMUST00000046174.8","3","Cldn11","Cldn11","ENSMUSG00000037625","Cldn11","18417","Mm.4425/Mm.473111","Mm.4425/Mm.473111","3","31149946","4","amygdala/cerebellum/cerebral_cortex/cerebral_cortex_prefrontal/dorsal_root_ganglia/dorsal_striatum/hippocampus/hypothalamus/nucleus_accumbens/olfactory_bulb/placenta/RAW_264_7/spinal_cord/testis","spinal_cord"
"80","1416006_at",-1.06860129618757,12.2068247785835,-12.4644949331172,3.92879334135881e-11,1.66361437525979e-09,15.3981469957282,"ENSMUST00000128152","ENSMUSG00000040479","ENSMUSG00000040479.13","ENSMUST00000128152.8","2","Dgkz","Dgkz","ENSMUSG00000040479","Dgkz","104418",NA,NA,"2","91932824","2","amygdala/cerebellum/cerebral_cortex/cerebral_cortex_prefrontal/dorsal_root_ganglia","dorsal_root_ganglia"
"82","1416009_at",-0.52040411967187,10.680563991582,-6.33955664262968,2.84212206560888e-06,2.81663799237622e-05,3.90883540792246,"ENSMUST00000034876","ENSMUSG00000032324","ENSMUSG00000032324.12","ENSMUST00000034876.10","9","Tspan3","Tspan3","ENSMUSG00000032324","Tspan3","56434","Mm.393554/Mm.400272","Mm.393554/Mm.400272","9","56135885","3","amygdala/dorsal_striatum/intestine_large/intestine_small/retinal_pigment_epithelium","retinal_pigment_epithelium"
"83","1416013_at",0.32860154840182,8.33937653235511,3.97703616967906,0.000693391136877292,0.00357721804080445,-1.64013316588012,"ENSMUST00000155287","ENSMUSG00000003363","ENSMUSG00000003363.16","ENSMUST00000155287.2","7","Pld3","Pld3","ENSMUSG00000003363","Pld3","18807","Mm.6483","Mm.6483","7","27532000","1","amygdala/cerebral_cortex/cerebral_cortex_prefrontal/dorsal_striatum/macrophage_bone_marrow_0hr/macrophage_bone_marrow_24h_LPS/macrophage_peri_LPS_thio_0hrs/macrophage_peri_LPS_thio_1hrs/macrophage_peri_LPS_thio_7hrs/microglia/osteoclasts/pituitary","macrophage_peri_LPS_thio_0hrs"
"86","1416016_at",0.192237199847028,6.85087951091034,2.8143265297275,0.0104313590213709,0.0369087857723057,-4.28345978190644,"ENSMUST00000041633","ENSMUSG00000037321","ENSMUSG00000037321.18","ENSMUST00000041633.15","17","Tap1","Tap1","ENSMUSG00000037321","Tap1","21354","Mm.482076","Mm.482076","17","34187553","3","dendritic_cells_lymphoid_CD8a+/dendritic_cells_myeloid_CD8a-/follicular_B-cells/intestine_small/lymph_nodes/macrophage_bone_marrow_24h_LPS/macrophage_bone_marrow_6hr_LPS/macrophage_peri_LPS_thio_7hrs/spleen/T-cells_CD4+/T-cells_CD8+","macrophage_peri_LPS_thio_7hrs"
"90","1416041_at",2.29327289614414,8.67593183746231,22.0443019561277,6.18551502768506e-16,1.26049198423545e-13,26.6663807383093,"ENSMUST00000092673","ENSMUSG00000019970","ENSMUSG00000019970.16","ENSMUST00000092673.11","10","Sgk1","Sgk1","ENSMUSG00000019970","Sgk1","20393","Mm.28405","Mm.28405","10","21882184","1","ciliary_bodies/cornea/iris/macrophage_bone_marrow_24h_LPS/macrophage_peri_LPS_thio_0hrs/macrophage_peri_LPS_thio_1hrs/macrophage_peri_LPS_thio_7hrs/nih_3T3/retina/retinal_pigment_epithelium","macrophage_peri_LPS_thio_1hrs"
"95","1416046_a_at",0.631565462783445,7.51987163453248,7.18423587223715,4.58632035387506e-07,5.74038292276761e-06,5.77402062341043,"ENSMUST00000166466","ENSMUSG00000019810","ENSMUSG00000019810.16","ENSMUST00000166466.2","10","Fuca2","Fuca2","ENSMUSG00000019810","Fuca2","66848","Mm.26625/Mm.338317/Mm.401480/Mm.412446","Mm.26625/Mm.338317/Mm.401480/Mm.412446","10","13499540","2","heart/kidney/macrophage_peri_LPS_thio_0hrs/osteoclasts","kidney"
"97","1416052_at",-0.342077659081527,9.41425993240453,-3.09842638145243,0.00547104860179423,0.0213879601807569,-3.66485655411253,"ENSMUST00000033809","ENSMUSG00000031432","ENSMUSG00000031432.4","ENSMUST00000033809.4","X","Prps1","Prps1","ENSMUSG00000031432","Prps1","19139","Mm.287178/Mm.417356","Mm.287178/Mm.417356","X","140456613","1","amygdala/embryonic_stem_line_V26_2_p16/min6/neuro2a","min6"
"98","1416066_at",1.09911449192501,8.86489466391196,8.60679400869919,2.63365453583157e-08,4.74421580888333e-07,8.70617419055214,"ENSMUST00000130132","ENSMUSG00000030342","ENSMUSG00000030342.9","ENSMUST00000130132.2","6","Cd9","Cd9","ENSMUSG00000030342","Cd9","12527","Mm.210676/Mm.470273","Mm.210676/Mm.470273","6","125460266","5","C2C12/dorsal_root_ganglia/epidermis/lung/macrophage_bone_marrow_0hr/macrophage_bone_marrow_2hr_LPS/macrophage_peri_LPS_thio_0hrs/macrophage_peri_LPS_thio_1hrs/macrophage_peri_LPS_thio_7hrs/mammary_gland__lact/mast_cells_IgE+antigen_1hr/mast_cells_IgE+antigen_6hr/nih_3T3/osteoclasts/placenta/RAW_264_7","macrophage_peri_LPS_thio_0hrs"
