"","AFFY.Mouse430.2.probe","logFC","AveExpr","t","P.Value","adj.P.Val","B","Transcript.stable.ID","Gene.stable.ID","Gene.stable.ID.version","Transcript.stable.ID.version","Chromosome/scaffold.name","Gene.name","MGI.symbol","ensembl.gene","gene.symbol","entrezID","refseqID","unigeneID","chrom","startsite","tiss.number","tissues","max.tissue"
"28","1416016_at",-0.335311239092406,6.85087951091034,-4.00810909410932,0.000643916984628731,0.00495163049146693,-1.7189211218398,"ENSMUST00000041633","ENSMUSG00000037321","ENSMUSG00000037321.18","ENSMUST00000041633.15","17","Tap1","Tap1","ENSMUSG00000037321","Tap1","21354","Mm.482076","Mm.482076","17","34187553","3","dendritic_cells_lymphoid_CD8a+/dendritic_cells_myeloid_CD8a-/follicular_B-cells/intestine_small/lymph_nodes/macrophage_bone_marrow_24h_LPS/macrophage_bone_marrow_6hr_LPS/macrophage_peri_LPS_thio_7hrs/spleen/T-cells_CD4+/T-cells_CD8+","macrophage_peri_LPS_thio_7hrs"
"32","1416030_a_at",0.619868461455418,11.1994564867353,3.91299989260863,0.000807594948946167,0.00599127037779062,-1.94377390334277,"ENSMUST00000000505","ENSMUSG00000029730","ENSMUSG00000029730.17","ENSMUST00000000505.16","5","Mcm7","Mcm7","ENSMUSG00000029730","Mcm7","17220","Mm.378965/Mm.482227","Mm.378965/Mm.482227","5","138164583","2","bone/bone_marrow/C2C12/common_myeloid_progenitor/embryonic_stem_line_Bruce4_p13/embryonic_stem_line_V26_2_p16/granulo_mono_progenitor/macrophage_bone_marrow_0hr/mega_erythrocyte_progenitor/mIMCD-3/nih_3T3/RAW_264_7/stem_cells__HSC/thymocyte_DP_CD4+CD8+/thymocyte_SP_CD8+","common_myeloid_progenitor"
"33","1416041_at",-0.77833663616647,8.67593183746231,-6.1088921312623,4.75174429487044e-06,7.1893560433527e-05,3.2373505678262,"ENSMUST00000020145","ENSMUSG00000019970","ENSMUSG00000019970.16","ENSMUST00000020145.12","10","Sgk1","Sgk1","ENSMUSG00000019970","Sgk1","20393","Mm.28405","Mm.28405","10","21882184","1","ciliary_bodies/cornea/iris/macrophage_bone_marrow_24h_LPS/macrophage_peri_LPS_thio_0hrs/macrophage_peri_LPS_thio_1hrs/macrophage_peri_LPS_thio_7hrs/nih_3T3/retina/retinal_pigment_epithelium","macrophage_peri_LPS_thio_1hrs"
"38","1416042_s_at",0.609667205046497,11.0821117731766,5.025418823626,5.74777211936692e-05,0.000626776287464744,0.704697364071996,"ENSMUST00000130363","ENSMUSG00000028693","ENSMUSG00000028693.16","ENSMUST00000130363.2","4","Nasp","Nasp","ENSMUSG00000028693","Nasp","50927","Mm.257181/Mm.401098/Mm.411401","Mm.257181/Mm.401098/Mm.411401","4","116601052","3","bone/bone_marrow/C2C12/embryonic_stem_line_Bruce4_p13/embryonic_stem_line_V26_2_p16/granulo_mono_progenitor/mega_erythrocyte_progenitor/mIMCD-3/nih_3T3/osteoclasts/RAW_264_7/testis/thymocyte_DP_CD4+CD8+/thymocyte_SP_CD8+","testis"
"43","1416046_a_at",-0.66491297385074,7.51987163453248,-6.17563169656872,4.09241614509457e-06,6.30318536607002e-05,3.38980717138908,"ENSMUST00000060212","ENSMUSG00000019810","ENSMUSG00000019810.16","ENSMUST00000060212.13","10","Fuca2","Fuca2","ENSMUSG00000019810","Fuca2","66848","Mm.26625/Mm.338317/Mm.401480/Mm.412446","Mm.26625/Mm.338317/Mm.401480/Mm.412446","10","13499540","2","heart/kidney/macrophage_peri_LPS_thio_0hrs/osteoclasts","kidney"
"45","1416056_a_at",-0.592221474286951,11.5821361878787,-5.12022840655966,4.60084182776913e-05,0.000518170804125777,0.929759597197346,"ENSMUST00000116621","ENSMUSG00000031059","ENSMUSG00000031059.10","ENSMUST00000116621.2","X","Ndufb11","Ndufb11","ENSMUSG00000031059","Ndufb11","104130","Mm.389686/Mm.396656/Mm.480889","Mm.389686/Mm.396656/Mm.480889","X","20615326","3","adipose_brown/heart/skeletal_muscle","heart"
"46","1416066_at",-0.664831703095819,8.86489466391196,-4.25074023899932,0.000361076687776756,0.00302645383160955,-1.14251444451878,"ENSMUST00000130132","ENSMUSG00000030342","ENSMUSG00000030342.9","ENSMUST00000130132.2","6","Cd9","Cd9","ENSMUSG00000030342","Cd9","12527","Mm.210676/Mm.470273","Mm.210676/Mm.470273","6","125460266","5","C2C12/dorsal_root_ganglia/epidermis/lung/macrophage_bone_marrow_0hr/macrophage_bone_marrow_2hr_LPS/macrophage_peri_LPS_thio_0hrs/macrophage_peri_LPS_thio_1hrs/macrophage_peri_LPS_thio_7hrs/mammary_gland__lact/mast_cells_IgE+antigen_1hr/mast_cells_IgE+antigen_6hr/nih_3T3/osteoclasts/placenta/RAW_264_7","macrophage_peri_LPS_thio_0hrs"
"48","1416069_at",-0.562354567591216,7.80166502639496,-5.82725754360051,8.97694299110832e-06,0.000124800264166479,2.58885247286789,"ENSMUST00000138703","ENSMUSG00000021196","ENSMUSG00000021196.15","ENSMUST00000138703.8","13","Pfkp","Pfkp","ENSMUSG00000021196","Pfkp","56421","Mm.406927","Mm.406927","13","6579768","3","amygdala/Baf3/dorsal_root_ganglia/intestine_small/macrophage_bone_marrow_0hr/mast_cells/neuro2a","dorsal_root_ganglia"
"52","1416076_at",0.610235091549965,10.5704870490113,5.36314220570838,2.61004159399672e-05,0.0003151866895269,1.50403024142645,"ENSMUST00000147790","ENSMUSG00000041431","ENSMUSG00000041431.17","ENSMUST00000147790.2","13","Ccnb1","Ccnb1","ENSMUSG00000041431","Ccnb1","268697/434175/101056596","Mm.260114/Mm.380027/Mm.401674/Mm.447586/Mm.480938/Mm.482545","Mm.260114/Mm.380027/Mm.401674/Mm.447586/Mm.480938/Mm.482545","13","100778650","2","3T3-L1/Baf3/bone/bone_marrow/C2C12/C3H_10T1_2/common_myeloid_progenitor/embryonic_stem_line_Bruce4_p13/embryonic_stem_line_V26_2_p16/granulo_mono_progenitor/granulocytes_mac1+gr1+/macrophage_bone_marrow_0hr/macrophage_bone_marrow_2hr_LPS/mega_erythrocyte_progenitor/mIMCD-3/min6/neuro2a/nih_3T3/osteoblast_day14/osteoblast_day5/osteoclasts/RAW_264_7/stem_cells__HSC/T-cells_foxP3+/thymocyte_DP_CD4+CD8+","embryonic_stem_line_V26_2_p16"
"55","1416090_at",-0.607877247761351,11.1355399142346,-6.17498040628467,4.09837539520578e-06,6.30318536607002e-05,3.38832174181021,"ENSMUST00000022268","ENSMUSG00000021748","ENSMUSG00000021748.10","ENSMUST00000022268.10","14","Pdhb","Pdhb","ENSMUSG00000021748","Pdhb","68263","Mm.301527/Mm.388987/Mm.471930","Mm.301527/Mm.388987/Mm.471930","14","8165991","3","adipose_brown/heart/skeletal_muscle","adipose_brown"
"56","1416108_a_at",-0.39124396503585,8.79468253116649,-4.02387028732951,0.000620182370623075,0.00478785655585959,-1.68158930309997,"ENSMUST00000058488","ENSMUSG00000032353","ENSMUSG00000032353.10","ENSMUST00000058488.9","9","Tmed3","Tmed3","ENSMUSG00000032353","Tmed3","66111",NA,NA,"9","89699203","4","adipose_white/lacrimal_gland/min6/osteoblast_day14/osteoblast_day21/prostate/salivary_gland","prostate"
"57","1416118_at",0.758588201224709,10.1867649494164,5.03192841072365,5.66048015310715e-05,0.000619328709369324,0.720164174198609,"ENSMUST00000107802","ENSMUSG00000034317","ENSMUSG00000034317.15","ENSMUST00000107802.8","3","Trim59","Trim59","ENSMUSG00000034317","Trim59","66949","Mm.176695/Mm.491445","Mm.176695/Mm.491445","3","69035288","2","bone/bone_marrow/C2C12/common_myeloid_progenitor/embryonic_stem_line_Bruce4_p13/embryonic_stem_line_V26_2_p16/follicular_B-cells/granulo_mono_progenitor/macrophage_bone_marrow_0hr/mIMCD-3/nih_3T3/osteoblast_day5/stem_cells__HSC/T-cells_CD4+/T-cells_CD8+/T-cells_foxP3+/thymocyte_DP_CD4+CD8+/thymocyte_SP_CD4+/thymocyte_SP_CD8+","thymocyte_DP_CD4+CD8+"
"58","1416120_at",0.725349614976569,10.8736986761322,4.53926079195877,0.000181597153376075,0.0016773300809708,-0.454221749490684,"ENSMUST00000020980","ENSMUSG00000020649","ENSMUSG00000020649.12","ENSMUST00000020980.12","12","Rrm2","Rrm2","ENSMUSG00000020649","Rrm2","20135","Mm.99/Mm.302318/Mm.323208/Mm.342334/Mm.413373/Mm.416810/Mm.454806","Mm.99/Mm.302318/Mm.323208/Mm.342334/Mm.413373/Mm.416810/Mm.454806","12","24708241","4","3T3-L1/Baf3/bone/bone_marrow/C2C12/C3H_10T1_2/common_myeloid_progenitor/embryonic_stem_line_Bruce4_p13/embryonic_stem_line_V26_2_p16/granulo_mono_progenitor/granulocytes_mac1+gr1+/macrophage_bone_marrow_0hr/macrophage_bone_marrow_2hr_LPS/mega_erythrocyte_progenitor/mIMCD-3/min6/neuro2a/nih_3T3/osteoblast_day14/osteoblast_day5/osteoclasts/placenta/RAW_264_7/stem_cells__HSC/thymocyte_DP_CD4+CD8+/thymocyte_SP_CD8+/umbilical_cord","thymocyte_DP_CD4+CD8+"
"59","1416129_at",-0.747018931445897,9.26669921113128,-5.76861240508875,1.02601288602026e-05,0.000141152532272956,2.45282113290264,"ENSMUST00000030811","ENSMUSG00000028967","ENSMUSG00000028967.11","ENSMUST00000030811.2","4","Errfi1","Errfi1","ENSMUSG00000028967","Errfi1","74155","Mm.318841/Mm.475529","Mm.318841/Mm.475529","4","150853919","5","bladder/C2C12/kidney/liver/lung/macrophage_bone_marrow_2hr_LPS/mIMCD-3/osteoblast_day14/osteoblast_day21/osteoblast_day5/placenta","liver"
"61","1416130_at",-0.445373086731946,7.87329412517798,-3.91412138982299,0.000805442294676765,0.00598210615442732,-1.94112704989179,"ENSMUST00000091288","ENSMUSG00000079037","ENSMUSG00000079037.10","ENSMUST00000091288.13","2","Prnp","Prnp","ENSMUSG00000079037","Prnp","19122","Mm.648/Mm.393900","Mm.648/Mm.393900","2","131909928","2","amygdala/cerebral_cortex/cerebral_cortex_prefrontal/dorsal_root_ganglia/dorsal_striatum/hippocampus/hypothalamus/mast_cells/mast_cells_IgE/mast_cells_IgE+antigen_1hr/mast_cells_IgE+antigen_6hr/min6/nucleus_accumbens/olfactory_bulb/osteoblast_day14/osteoblast_day21/osteoblast_day5/spinal_cord","mast_cells"
"62","1416149_at",-0.379857167231874,6.78858688610637,-4.14659014454579,0.000462874092465074,0.00374491557936073,-1.39034228593021,"ENSMUST00000056882","ENSMUSG00000046160","ENSMUSG00000046160.7","ENSMUST00000056882.7","16","Olig1","Olig1","ENSMUSG00000046160","Olig1","50914","Mm.39300","Mm.39300","16","91269769","1","amygdala/cerebellum/cerebral_cortex/cerebral_cortex_prefrontal/dorsal_striatum/embryonic_stem_line_V26_2_p16/hippocampus/hypothalamus/microglia/nucleus_accumbens/olfactory_bulb/spinal_cord","spinal_cord"
"63","1416205_at",-0.923813843100694,8.00386596228488,-7.33325703857561,3.35704322557036e-07,7.32149795115195e-06,5.95019652196967,"ENSMUST00000063042","ENSMUSG00000045594","ENSMUSG00000045594.11","ENSMUST00000063042.11","9","Glb1","Glb1","ENSMUSG00000045594","Glb1","12091",NA,NA,"9","114401076","2","kidney/macrophage_peri_LPS_thio_0hrs/macrophage_peri_LPS_thio_1hrs/mast_cells/microglia/osteoblast_day21/osteoclasts","mast_cells"
"64","1416214_at",0.506042300091618,10.7967732328963,4.8775582165595,8.14357104486322e-05,0.000845608706744476,0.352896669276441,"ENSMUST00000023353","ENSMUSG00000022673","ENSMUSG00000022673.6","ENSMUST00000023353.4","16","Mcm4","Mcm4","ENSMUSG00000022673","Mcm4","17217","Mm.1500/Mm.472867","Mm.1500/Mm.472867","16","15623897","2","bone/bone_marrow/C2C12/common_myeloid_progenitor/dendritic_cells_lymphoid_CD8a+/embryonic_stem_line_Bruce4_p13/embryonic_stem_line_V26_2_p16/granulo_mono_progenitor/macrophage_bone_marrow_0hr/mega_erythrocyte_progenitor/mIMCD-3/nih_3T3/NK_cells/osteoclasts/RAW_264_7/stem_cells__HSC/T-cells_CD4+/T-cells_CD8+/T-cells_foxP3+/thymocyte_DP_CD4+CD8+/thymocyte_SP_CD4+/thymocyte_SP_CD8+","mega_erythrocyte_progenitor"
"65","1416239_at",-1.06386425059683,8.39077248310046,-7.80390686263906,1.27788991502851e-07,3.12101877749097e-06,6.94232858954387,"ENSMUST00000102840","ENSMUSG00000076441","ENSMUSG00000076441.10","ENSMUST00000102840.5","2","Ass1","Ass1","ENSMUSG00000076441","Ass1","11898","Mm.3217/Mm.406445","Mm.3217/Mm.406445","2","31470207","3","3T3-L1/C2C12/C3H_10T1_2/embryonic_stem_line_Bruce4_p13/embryonic_stem_line_V26_2_p16/kidney/liver/macrophage_bone_marrow_24h_LPS/macrophage_bone_marrow_6hr_LPS/osteoblast_day14/osteoblast_day21/osteoblast_day5/placenta/T-cells_CD4+","liver"
"66","1416242_at",0.34435086153073,8.10008248535197,3.7046120578633,0.00132480870135449,0.0090272492596997,-2.43332827425063,"ENSMUST00000035973","ENSMUSG00000036782","ENSMUSG00000036782.14","ENSMUST00000035973.5","X","Klhl13","Klhl13","ENSMUSG00000036782","Klhl13","67455",NA,NA,"X","23219271","3","amygdala/dorsal_striatum/embryonic_stem_line_V26_2_p16/hypothalamus/nucleus_accumbens/osteoblast_day14/osteoblast_day21/placenta/spinal_cord/umbilical_cord","placenta"
"71","1416258_at",0.658704856433676,9.37076250947093,4.83692752110979,8.96406279167645e-05,0.000913353960383159,0.256085142392338,"ENSMUST00000141939","ENSMUSG00000025574","ENSMUSG00000025574.14","ENSMUST00000141939.2","11","Tk1","Tk1","ENSMUSG00000025574","Tk1","21877","Mm.443968","Mm.443968","11","117815526","2","3T3-L1/bone/bone_marrow/C2C12/C3H_10T1_2/common_myeloid_progenitor/embryonic_stem_line_Bruce4_p13/embryonic_stem_line_V26_2_p16/granulo_mono_progenitor/macrophage_bone_marrow_0hr/macrophage_bone_marrow_2hr_LPS/mega_erythrocyte_progenitor/mIMCD-3/neuro2a/nih_3T3/osteoblast_day14/osteoblast_day5/osteoclasts/RAW_264_7/thymocyte_DP_CD4+CD8+/thymocyte_SP_CD8+","nih_3T3"
"74","1416269_at",-0.530694540722399,11.7503977056491,-4.95331194313314,6.81097855860328e-05,0.000725725346089084,0.53324484651885,"ENSMUST00000161845","ENSMUSG00000038690","ENSMUSG00000038690.16","ENSMUST00000161845.2","5","Atp5j2","Atp5j2","ENSMUSG00000038690","Atp5j2","57423","Mm.425577","Mm.425577","5","145183698","2","adipose_brown/heart","adipose_brown"
"78","1416278_a_at",-0.492693761645603,11.8224420366026,-4.87163659652785,8.25825154589767e-05,0.000854794576679344,0.338790389982178,"ENSMUST00000154661","ENSMUSG00000022956","ENSMUSG00000022956.12","ENSMUST00000154661.8","16","Atp5o","Atp5o","ENSMUSG00000022956","Atp5o","28080/100047429",NA,NA,"16","91684398","3","adipose_brown/heart/skeletal_muscle","heart"
"84","1416285_at",-0.613479020476749,10.6166621229891,-3.82547101847688,0.000994479602106344,0.00713421505537456,-2.14997699996673,"ENSMUST00000135602","ENSMUSG00000037152","ENSMUSG00000037152.12","ENSMUST00000135602.3","3","Ndufc1","Ndufc1","ENSMUSG00000037152","Ndufc1","66377","Mm.486913","Mm.486913","3","51404677","4","adipose_brown/heart/mammary_gland_non-lactating/skeletal_muscle","skeletal_muscle"
"86","1416298_at",-1.20690852857525,7.21712402165353,-9.49096296247694,5.09450308133376e-09,1.73933270122395e-07,10.2600552118152,"ENSMUST00000017881","ENSMUSG00000017737","ENSMUSG00000017737.3","ENSMUST00000017881.3","2","Mmp9","Mmp9","ENSMUSG00000017737","Mmp9","17395","Mm.4406/Mm.391876/Mm.421585","Mm.4406/Mm.391876/Mm.421585","2","164940780","3","bone/bone_marrow/granulocytes_mac1+gr1+/microglia/osteoclasts/T-cells_foxP3+","osteoclasts"
"88","1416303_at",-0.38973420271952,9.4274792430032,-4.1159662112489,0.000497939082546809,0.00399884329715239,-1.46310839887791,"ENSMUST00000023143","ENSMUSG00000022500","ENSMUSG00000022500.16","ENSMUST00000023143.14","16","Litaf","Litaf","ENSMUSG00000022500","Litaf","56722","Mm.294753/Mm.466843","Mm.294753/Mm.466843","16","10959275","3","3T3-L1/dendritic_plasmacytoid_B220+/granulocytes_mac1+gr1+/intestine_large/macrophage_bone_marrow_0hr/macrophage_bone_marrow_24h_LPS/macrophage_bone_marrow_2hr_LPS/macrophage_bone_marrow_6hr_LPS/macrophage_peri_LPS_thio_0hrs/macrophage_peri_LPS_thio_1hrs/macrophage_peri_LPS_thio_7hrs/microglia/mIMCD-3/osteoclasts/placenta","macrophage_peri_LPS_thio_0hrs"
"89","1416309_at",0.714104160904499,9.89748084898777,6.79350235445128,1.05408095581875e-06,1.9917634687759e-05,4.77695541498376,"ENSMUST00000068225","ENSMUSG00000027306","ENSMUSG00000027306.16","ENSMUST00000068225.15","2","Nusap1","Nusap1","ENSMUSG00000027306","Nusap1","108907","Mm.290015","Mm.290015","2","119618298","2","Baf3/bone/bone_marrow/C2C12/C3H_10T1_2/common_myeloid_progenitor/embryonic_stem_line_Bruce4_p13/embryonic_stem_line_V26_2_p16/granulo_mono_progenitor/granulocytes_mac1+gr1+/macrophage_bone_marrow_0hr/macrophage_bone_marrow_2hr_LPS/mega_erythrocyte_progenitor/mIMCD-3/min6/neuro2a/nih_3T3/osteoclasts/RAW_264_7/stem_cells__HSC/thymocyte_DP_CD4+CD8+/thymocyte_SP_CD8+","bone_marrow"
"91","1416321_s_at",-0.410282790774673,6.53751372882168,-5.37919864548259,2.51451903980056e-05,0.000305595135110018,1.54185144992612,"ENSMUST00000048432","ENSMUSG00000041577","ENSMUSG00000041577.6","ENSMUST00000048432.6","1","Prelp","Prelp","ENSMUSG00000041577","Prelp","116847","Mm.214514","Mm.214514","1","133910304","3","3T3-L1/adipose_brown/adipose_white/bladder/C3H_10T1_2/lung/osteoblast_day14/osteoblast_day21/osteoblast_day5","osteoblast_day21"
"92","1416340_a_at",-0.401821646019899,8.7394902166781,-3.88814668938991,0.000856793944080242,0.00630604210987275,-2.00240014355411,"ENSMUST00000034121","ENSMUSG00000005142","ENSMUSG00000005142.11","ENSMUST00000034121.11","8","Man2b1","Man2b1","ENSMUSG00000005142","Man2b1","17159","Mm.4219","Mm.4219","8","85083269","1","dendritic_cells_lymphoid_CD8a+/dendritic_cells_myeloid_CD8a-/macrophage_bone_marrow_0hr/macrophage_peri_LPS_thio_0hrs/macrophage_peri_LPS_thio_1hrs/macrophage_peri_LPS_thio_7hrs/mast_cells/microglia/osteoclasts","macrophage_peri_LPS_thio_0hrs"
"93","1416381_a_at",-0.698084173338824,9.51502889832364,-6.60578269516285,1.58347943352418e-06,2.82127578852764e-05,4.36032050722492,"ENSMUST00000149261","ENSMUSG00000024953","ENSMUSG00000024953.18","ENSMUST00000149261.8","19","Prdx5","Prdx5","ENSMUSG00000024953","Prdx5","54683","Mm.279782","Mm.279782","19","6906697","2","granulocytes_mac1+gr1+/kidney/macrophage_bone_marrow_24h_LPS/macrophage_bone_marrow_6hr_LPS/macrophage_peri_LPS_thio_7hrs/microglia","macrophage_bone_marrow_24h_LPS"
