"","AFFY.Mouse430.2.probe","logFC","AveExpr","t","P.Value","adj.P.Val","B","Transcript.stable.ID","Gene.stable.ID","Gene.stable.ID.version","Transcript.stable.ID.version","Chromosome/scaffold.name","Gene.name","MGI.symbol","ensembl.gene","gene.symbol","entrezID","refseqID","unigeneID","chrom","startsite","tiss.number","tissues","max.tissue"
"17","1415946_at",-0.65268844059856,8.79725285904856,-5.10895864967874,4.72401668643431e-05,0.00108469411310698,1.62800192705035,"ENSMUST00000139078","ENSMUSG00000025728","ENSMUSG00000025728.17","ENSMUST00000139078.3","17","Pigq","Pigq","ENSMUSG00000025728","Pigq","14755","Mm.362054","Mm.362054","17","25926427","1","bone_marrow","bone_marrow"
"22","1415960_at",-1.63042826197704,7.20513288828839,-15.1329313391048,1.01064717294220e-12,4.70745015339723e-10,19.2973339754091,"ENSMUST00000167903","ENSMUSG00000009350","ENSMUSG00000009350.14","ENSMUST00000167903.2","11","Mpo","Mpo","ENSMUSG00000009350","Mpo","17523","Mm.4668","Mm.4668","11","87793581","2","bone/bone_marrow/common_myeloid_progenitor/granulo_mono_progenitor/granulocytes_mac1+gr1+/mega_erythrocyte_progenitor/NK_cells/osteoclasts/stem_cells__HSC","granulo_mono_progenitor"
"26","1415971_at",0.319459438729501,11.7082260997556,3.30130405011361,0.00342059347647176,0.0295048810318418,-2.60120105551957,"ENSMUST00000092584","ENSMUSG00000069662","ENSMUSG00000069662.6","ENSMUST00000092584.6","10","Marcks","Marcks","ENSMUSG00000069662","Marcks","17118","Mm.30059/Mm.402667/Mm.409583/Mm.485179","Mm.30059/Mm.402667/Mm.409583/Mm.485179","10","37133375","2","3T3-L1/C3H_10T1_2/dendritic_cells_lymphoid_CD8a+/dendritic_cells_myeloid_CD8a-/macrophage_bone_marrow_2hr_LPS/macrophage_bone_marrow_6hr_LPS/microglia/osteoblast_day14/osteoblast_day21/osteoblast_day5/umbilical_cord","osteoblast_day21"
"27","1415975_at",0.330583943615377,8.66317139165574,3.2244770984932,0.00408939797683803,0.033841325135737,-2.77359405244771,"ENSMUST00000008537","ENSMUSG00000008393","ENSMUSG00000008393.10","ENSMUST00000008537.10","16","Carhsp1","Carhsp1","ENSMUSG00000008393","Carhsp1","52502","Mm.142095/Mm.444863/Mm.448597","Mm.142095/Mm.444863/Mm.448597","16","8658587","3","adipose_brown/bone_marrow/lens","lens"
"28","1415978_at",0.58913398713924,8.52825427566286,5.19124868180917,3.89611590637985e-05,0.000948006411399364,1.82094772472787,"ENSMUST00000071134","ENSMUSG00000062380","ENSMUSG00000062380.5","ENSMUST00000071134.4","8","Tubb3","Tubb3","ENSMUSG00000062380","Tubb3","22152","Mm.40068","Mm.40068","8","123411424","4","amygdala/C2C12/cerebellum/cerebral_cortex/cerebral_cortex_prefrontal/dorsal_root_ganglia/dorsal_striatum/embryonic_stem_line_Bruce4_p13/embryonic_stem_line_V26_2_p16/hippocampus/hypothalamus/min6/neuro2a/nucleus_accumbens/olfactory_bulb/osteoblast_day5/placenta/spinal_cord/testis","dorsal_root_ganglia"
"29","1416006_at",0.67618430072125,12.2068247785835,6.43988990121209,2.27743798367665e-06,9.45934591818816e-05,4.67631146050778,"ENSMUST00000128152","ENSMUSG00000040479","ENSMUSG00000040479.13","ENSMUST00000128152.8","2","Dgkz","Dgkz","ENSMUSG00000040479","Dgkz","104418",NA,NA,"2","91932824","2","amygdala/cerebellum/cerebral_cortex/cerebral_cortex_prefrontal/dorsal_root_ganglia","dorsal_root_ganglia"
"31","1416042_s_at",0.387303670532848,11.0821117731766,3.1925009911051,0.00440382607820008,0.0358518724793292,-2.84495509591037,"ENSMUST00000081182","ENSMUSG00000028693","ENSMUSG00000028693.16","ENSMUST00000081182.5","4","Nasp","Nasp","ENSMUSG00000028693","Nasp","50927","Mm.257181/Mm.401098/Mm.411401","Mm.257181/Mm.401098/Mm.411401","4","116601052","3","bone/bone_marrow/C2C12/common_myeloid_progenitor/embryonic_stem_line_Bruce4_p13/embryonic_stem_line_V26_2_p16/granulo_mono_progenitor/macrophage_bone_marrow_0hr/mega_erythrocyte_progenitor/mIMCD-3/nih_3T3/osteoclasts/RAW_264_7/testis/thymocyte_DP_CD4+CD8+/thymocyte_SP_CD8+","testis"
"36","1416046_a_at",-0.526153012471086,7.51987163453248,-4.886845871338,7.96693763616281e-05,0.00160216684753807,1.10538470378308,"ENSMUST00000166466","ENSMUSG00000019810","ENSMUSG00000019810.16","ENSMUST00000166466.2","10","Fuca2","Fuca2","ENSMUSG00000019810","Fuca2","66848","Mm.26625/Mm.338317/Mm.401480/Mm.412446","Mm.26625/Mm.338317/Mm.401480/Mm.412446","10","13499540","2","heart/kidney/macrophage_peri_LPS_thio_0hrs/osteoclasts","kidney"
"38","1416066_at",-0.919609040570048,8.86489466391196,-5.87971231620895,7.96839048943009e-06,0.00026075678697791,3.41467143110753,"ENSMUST00000130132","ENSMUSG00000030342","ENSMUSG00000030342.9","ENSMUST00000130132.2","6","Cd9","Cd9","ENSMUSG00000030342","Cd9","12527","Mm.210676/Mm.470273","Mm.210676/Mm.470273","6","125460266","5","C2C12/dorsal_root_ganglia/epidermis/lung/macrophage_bone_marrow_0hr/macrophage_bone_marrow_2hr_LPS/macrophage_peri_LPS_thio_0hrs/macrophage_peri_LPS_thio_1hrs/macrophage_peri_LPS_thio_7hrs/mammary_gland__lact/mast_cells_IgE+antigen_1hr/mast_cells_IgE+antigen_6hr/nih_3T3/osteoclasts/placenta/RAW_264_7","macrophage_peri_LPS_thio_0hrs"
"40","1416069_at",-0.390469142538217,7.80166502639496,-4.04613812624537,0.000588127915659746,0.007655054167699,-0.880170433295369,"ENSMUST00000131648","ENSMUSG00000021196","ENSMUSG00000021196.15","ENSMUST00000131648.8","13","Pfkp","Pfkp","ENSMUSG00000021196","Pfkp","56421","Mm.406927","Mm.406927","13","6579768","2","dorsal_root_ganglia/intestine_small/mast_cells","dorsal_root_ganglia"
"44","1416108_a_at",-0.478533160185409,8.79468253116649,-4.92162317339647,7.33926720178335e-05,0.0015002934615307,1.18736520639616,"ENSMUST00000058488","ENSMUSG00000032353","ENSMUSG00000032353.10","ENSMUST00000058488.9","9","Tmed3","Tmed3","ENSMUSG00000032353","Tmed3","66111",NA,NA,"9","89699203","4","adipose_white/lacrimal_gland/min6/osteoblast_day14/osteoblast_day21/prostate/salivary_gland","prostate"
"45","1416122_at",0.317579912056399,11.5303891918574,3.02028401199882,0.00654409360282594,0.048659104200716,-3.22494037371262,"ENSMUST00000000188","ENSMUSG00000000184","ENSMUSG00000000184.13","ENSMUST00000000188.12","6","Ccnd2","Ccnd2","ENSMUSG00000000184","Ccnd2","12444","Mm.333406/Mm.419305/Mm.470611","Mm.333406/Mm.419305/Mm.470611","6","127125779","1","3T3-L1/adrenal_gland/mast_cells/mast_cells_IgE/mast_cells_IgE+antigen_1hr/mast_cells_IgE+antigen_6hr/osteoblast_day14/osteoblast_day21/osteoblast_day5/T-cells_CD4+/T-cells_CD8+/T-cells_foxP3+/thymocyte_SP_CD4+/thymocyte_SP_CD8+","osteoblast_day5"
"46","1416149_at",-0.561843377710655,6.78858688610637,-6.13318482252356,4.50000144377367e-06,0.000167682910941989,3.98995582499089,"ENSMUST00000056882","ENSMUSG00000046160","ENSMUSG00000046160.7","ENSMUST00000056882.7","16","Olig1","Olig1","ENSMUSG00000046160","Olig1","50914","Mm.39300","Mm.39300","16","91269769","1","amygdala/cerebellum/cerebral_cortex/cerebral_cortex_prefrontal/dorsal_striatum/embryonic_stem_line_V26_2_p16/hippocampus/hypothalamus/microglia/nucleus_accumbens/olfactory_bulb/spinal_cord","spinal_cord"
"47","1416158_at",0.606239410568813,8.21486204313381,6.09812522297195,4.86788953388506e-06,0.000177338031566841,3.91080393868159,"ENSMUST00000032768","ENSMUSG00000030551","ENSMUSG00000030551.15","ENSMUST00000032768.15","7","Nr2f2","Nr2f2","ENSMUSG00000030551","Nr2f2","11819","Mm.158143/Mm.432210/Mm.472219","Mm.158143/Mm.432210/Mm.472219","7","70351946","5","adrenal_gland/amygdala/nih_3T3/ovary/prostate/uterus","nih_3T3"
"48","1416164_at",-0.504402672400674,7.67802478181051,-3.98588970668432,0.000678921222799966,0.00857993274007477,-1.02169360758377,"ENSMUST00000021603","ENSMUSG00000021186","ENSMUSG00000021186.10","ENSMUST00000021603.9","12","Fbln5","Fbln5","ENSMUSG00000021186","Fbln5","23876","Mm.288381","Mm.288381","12","101746565","3","C3H_10T1_2/ciliary_bodies/iris/kidney/osteoblast_day14/osteoblast_day21/osteoblast_day5/umbilical_cord","C3H_10T1_2"
"49","1416209_at",-0.670206444384398,10.648870491083,-5.71905526767842,1.14898301065678e-05,0.000346875843170966,3.04656032849358,"ENSMUST00000022322","ENSMUSG00000021794","ENSMUSG00000021794.17","ENSMUST00000022322.17","14","Glud1","Glud1","ENSMUSG00000021794","Glud1","14661","Mm.10600/Mm.394935","Mm.10600/Mm.394935","14","34310727","1","liver/mast_cells_IgE+antigen_1hr","liver"
"50","1416239_at",-0.749426803337325,8.39077248310046,-5.49737146476049,1.91253637246688e-05,0.000535134076659709,2.53458929850862,"ENSMUST00000102840","ENSMUSG00000076441","ENSMUSG00000076441.10","ENSMUST00000102840.5","2","Ass1","Ass1","ENSMUSG00000076441","Ass1","11898","Mm.3217/Mm.406445","Mm.3217/Mm.406445","2","31470207","3","3T3-L1/C2C12/C3H_10T1_2/embryonic_stem_line_Bruce4_p13/embryonic_stem_line_V26_2_p16/kidney/liver/macrophage_bone_marrow_24h_LPS/macrophage_bone_marrow_6hr_LPS/osteoblast_day14/osteoblast_day21/osteoblast_day5/placenta/T-cells_CD4+","liver"
"51","1416242_at",-0.317929847947752,8.10008248535197,-3.42036823438231,0.00258965288615715,0.0238721592002484,-2.33162088745002,"ENSMUST00000115319","ENSMUSG00000036782","ENSMUSG00000036782.14","ENSMUST00000115319.9","X","Klhl13","Klhl13","ENSMUSG00000036782","Klhl13","67455",NA,NA,"X","23219271","3","amygdala/dorsal_striatum/embryonic_stem_line_V26_2_p16/hypothalamus/nucleus_accumbens/osteoblast_day14/osteoblast_day21/placenta/spinal_cord/umbilical_cord","placenta"
"56","1416258_at",-0.418259032486841,9.37076250947093,-3.07131275172564,0.00582253434498614,0.0443042549167499,-3.11315365879525,"ENSMUST00000026661","ENSMUSG00000025574","ENSMUSG00000025574.14","ENSMUST00000026661.4","11","Tk1","Tk1","ENSMUSG00000025574","Tk1","21877","Mm.443968","Mm.443968","11","117815526","2","3T3-L1/bone/bone_marrow/C2C12/C3H_10T1_2/common_myeloid_progenitor/embryonic_stem_line_Bruce4_p13/embryonic_stem_line_V26_2_p16/granulo_mono_progenitor/macrophage_bone_marrow_0hr/macrophage_bone_marrow_2hr_LPS/mega_erythrocyte_progenitor/mIMCD-3/neuro2a/nih_3T3/osteoblast_day14/osteoblast_day5/osteoclasts/RAW_264_7/thymocyte_DP_CD4+CD8+/thymocyte_SP_CD8+","nih_3T3"
"59","1416289_at",-0.299757661130158,7.91344199141564,-3.7542668047149,0.00117766741235267,0.0132864518961103,-1.56292812974884,"ENSMUST00000019199","ENSMUSG00000019055","ENSMUSG00000019055.16","ENSMUST00000019199.14","4","Plod1","Plod1","ENSMUSG00000019055","Plod1","18822","Mm.37371/Mm.414132","Mm.37371/Mm.414132","4","147909753","3","macrophage_bone_marrow_0hr/macrophage_bone_marrow_24h_LPS/macrophage_bone_marrow_2hr_LPS/macrophage_bone_marrow_6hr_LPS/microglia/osteoblast_day14/osteoblast_day21/osteoclasts/placenta/uterus","macrophage_bone_marrow_0hr"
"60","1416292_at",-0.437364221044986,10.1087385025202,-3.50708563287453,0.00211239312267139,0.0206520473057573,-2.13362497575677,"ENSMUST00000025961","ENSMUSG00000024997","ENSMUSG00000024997.8","ENSMUST00000025961.7","19","Prdx3","Prdx3","ENSMUSG00000024997","Prdx3","11757","Mm.29821/Mm.395088","Mm.29821/Mm.395088","19","60864051","4","adipose_brown/adrenal_gland/heart/skeletal_muscle","adrenal_gland"
"61","1416309_at",-0.323799480543734,9.89748084898777,-3.08040850883396,0.00570225652539888,0.0435029790987803,-3.09315415804291,"ENSMUST00000068225","ENSMUSG00000027306","ENSMUSG00000027306.16","ENSMUST00000068225.15","2","Nusap1","Nusap1","ENSMUSG00000027306","Nusap1","108907","Mm.290015","Mm.290015","2","119618298","2","Baf3/bone/bone_marrow/C2C12/C3H_10T1_2/common_myeloid_progenitor/embryonic_stem_line_Bruce4_p13/embryonic_stem_line_V26_2_p16/granulo_mono_progenitor/granulocytes_mac1+gr1+/macrophage_bone_marrow_0hr/macrophage_bone_marrow_2hr_LPS/mega_erythrocyte_progenitor/mIMCD-3/min6/neuro2a/nih_3T3/osteoclasts/RAW_264_7/stem_cells__HSC/thymocyte_DP_CD4+CD8+/thymocyte_SP_CD8+","bone_marrow"
"63","1416321_s_at",-0.45986551553006,6.53751372882168,-6.02927545065377,5.68259517618522e-06,0.00020447195311479,3.75496729975778,"ENSMUST00000048432","ENSMUSG00000041577","ENSMUSG00000041577.6","ENSMUST00000048432.6","1","Prelp","Prelp","ENSMUSG00000041577","Prelp","116847","Mm.214514","Mm.214514","1","133910304","3","3T3-L1/adipose_brown/adipose_white/bladder/C3H_10T1_2/lung/osteoblast_day14/osteoblast_day21/osteoblast_day5","osteoblast_day21"
"64","1416340_a_at",-0.330102879520378,8.7394902166781,-3.19417440767159,0.00438680395362222,0.0357662723259808,-2.84122644429316,"ENSMUST00000034121","ENSMUSG00000005142","ENSMUSG00000005142.11","ENSMUST00000034121.11","8","Man2b1","Man2b1","ENSMUSG00000005142","Man2b1","17159","Mm.4219","Mm.4219","8","85083269","1","dendritic_cells_lymphoid_CD8a+/dendritic_cells_myeloid_CD8a-/macrophage_bone_marrow_0hr/macrophage_peri_LPS_thio_0hrs/macrophage_peri_LPS_thio_1hrs/macrophage_peri_LPS_thio_7hrs/mast_cells/microglia/osteoclasts","macrophage_peri_LPS_thio_0hrs"
"65","1416370_at",0.402653258365174,8.86816943383195,3.34220787736203,0.00310932846360608,0.0275488191727924,-2.50890425796045,"ENSMUST00000062350","ENSMUSG00000037017","ENSMUSG00000037017.16","ENSMUST00000062350.15","5","Zscan21","Zscan21","ENSMUSG00000037017","Zscan21","22697","Mm.2760/Mm.474573","Mm.2760/Mm.474573","5","138116903","1","testis","testis"
"70","1416382_at",-1.05504619875654,9.2838867366595,-8.43251414423596,3.68395215024549e-08,3.00288149646885e-06,8.83830992589428,"ENSMUST00000032779","ENSMUSG00000030560","ENSMUSG00000030560.18","ENSMUST00000032779.12","7","Ctsc","Ctsc","ENSMUSG00000030560","Ctsc","13032","Mm.322945/Mm.421976","Mm.322945/Mm.421976","7","88278085","2","B-cells_marginal_zone/dendritic_cells_myeloid_CD8a-/dendritic_plasmacytoid_B220+/granulocytes_mac1+gr1+/lymph_nodes/macrophage_bone_marrow_0hr/macrophage_bone_marrow_24h_LPS/macrophage_bone_marrow_2hr_LPS/macrophage_bone_marrow_6hr_LPS/macrophage_peri_LPS_thio_7hrs/mast_cells/mast_cells_IgE/mast_cells_IgE+antigen_1hr/mast_cells_IgE+antigen_6hr/microglia/NK_cells/osteoclasts/thymocyte_SP_CD8+","macrophage_bone_marrow_6hr_LPS"
"71","1416389_a_at",0.517873911731495,9.73458994357824,4.7706475354208,0.000104858862334091,0.00194810439111284,0.831151022529583,"ENSMUST00000166875","ENSMUSG00000022106","ENSMUSG00000022106.15","ENSMUST00000166875.2","14","Rcbtb2","Rcbtb2","ENSMUSG00000022106","Rcbtb2","105670","Mm.280068/Mm.482968","Mm.280068/Mm.482968","14","73123037","1","adipose_brown/macrophage_bone_marrow_0hr/macrophage_bone_marrow_2hr_LPS/macrophage_peri_LPS_thio_0hrs/osteoblast_day14/osteoclasts/RAW_264_7/thymocyte_DP_CD4+CD8+","thymocyte_DP_CD4+CD8+"
"77","1416401_at",-1.02943006495695,7.82864203983783,-6.91899523281249,8.0508271816502e-07,4.19995552412328e-05,5.7253269759509,"ENSMUST00000116457","ENSMUSG00000027215","ENSMUSG00000027215.14","ENSMUST00000116457.9","2","Cd82","Cd82","ENSMUSG00000027215","Cd82","12521","Mm.4261/Mm.406342","Mm.4261/Mm.406342","2","93419111","4","bone_marrow/intestine_small/lacrimal_gland/placenta","intestine_small"
"80","1416402_at",-0.519533991417475,8.57573669481089,-4.44198683685747,0.000228902461871655,0.00357098792790685,0.0540167907131064,"ENSMUST00000075578","ENSMUSG00000031974","ENSMUSG00000031974.9","ENSMUST00000075578.7","8","Abcb10","Abcb10","ENSMUSG00000031974","Abcb10","56199","Mm.274243","Mm.274243","8","123952459","2","bone/bone_marrow","bone_marrow"
"81","1416431_at",-0.887390197691278,9.63158458674675,-7.65790147203839,1.71884555085668e-07,1.10976156803331e-05,7.28402823436505,"ENSMUST00000001513","ENSMUSG00000001473","ENSMUSG00000001473.8","ENSMUST00000001513.8","18","Tubb6","Tubb6","ENSMUSG00000001473","Tubb6","67951",NA,NA,"18","67390717","4","3T3-L1/bladder/C2C12/C3H_10T1_2/embryonic_stem_line_V26_2_p16/lens/macrophage_bone_marrow_0hr/macrophage_bone_marrow_2hr_LPS/macrophage_bone_marrow_6hr_LPS/macrophage_peri_LPS_thio_0hrs/macrophage_peri_LPS_thio_1hrs/macrophage_peri_LPS_thio_7hrs/microglia/mIMCD-3/neuro2a/nih_3T3/osteoblast_day14/osteoblast_day21/osteoblast_day5/osteoclasts/RAW_264_7/umbilical_cord","osteoblast_day5"
"82","1416457_at",0.42796605159787,10.1900033347974,3.10151844032832,0.00543229329357268,0.0418723221836731,-3.04665442347621,"ENSMUST00000174493","ENSMUSG00000007039","ENSMUSG00000007039.13","ENSMUST00000174493.8","17","Ddah2","Ddah2","ENSMUSG00000007039","Ddah2","51793",NA,NA,"17","35059035","3","3T3-L1/mast_cells_IgE+antigen_1hr/mIMCD-3/neuro2a/osteoblast_day14/osteoblast_day21/placenta/umbilical_cord/uterus","neuro2a"
"85","1416460_at",-0.34138395288795,6.31253645052177,-4.09491218498576,0.000523572844178458,0.00698204195682561,-0.765426540803343,"ENSMUST00000162756","ENSMUSG00000022613","ENSMUSG00000022613.9","ENSMUST00000162756.2","15","Miox","Miox","ENSMUSG00000022613","Miox","56727","Mm.406532","Mm.406532","15","89334398","4","adrenal_gland/cerebellum/intestine_large/kidney","kidney"
"90","1416464_at",-0.7886731320446,9.16064474930293,-4.59754702315657,0.000158100376898453,0.0026435193788585,0.421980015171285,"ENSMUST00000006749","ENSMUSG00000006574","ENSMUSG00000006574.16","ENSMUST00000006749.10","11","Slc4a1","Slc4a1","ENSMUSG00000006574","Slc4a1","20533","Mm.7248/Mm.416386","Mm.7248/Mm.416386","11","102348824","4","bone/bone_marrow/spleen/umbilical_cord","bone_marrow"
"91","1416479_a_at",-0.559909229103328,9.94326198364993,-4.9525648002467,6.82298004031445e-05,0.00142149050616264,1.26026114032933,"ENSMUST00000021790","ENSMUSG00000021361","ENSMUSG00000021361.8","ENSMUST00000021790.7","13","Tmem14c","Tmem14c","ENSMUSG00000021361","Tmem14c","66154","Mm.387141","Mm.387141","13","41016250","2","bone/bone_marrow/osteoclasts","bone_marrow"
"92","1416488_at",0.41557710515179,9.25095993494558,4.22107441006221,0.000387545171382099,0.00541152475927766,-0.468034285356733,"ENSMUST00000121127","ENSMUSG00000029385","ENSMUSG00000029385.15","ENSMUST00000121127.2","5","Ccng2","Ccng2","ENSMUSG00000029385","Ccng2","12452","Mm.3527","Mm.3527","5","93267257","1","intestine_large/intestine_small","intestine_small"
"95","1416514_a_at",0.633047425548849,12.0088792377961,5.47920753479636,1.99452091925375e-05,0.000548787802297625,2.49244824550277,"ENSMUST00000031565","ENSMUSG00000029581","ENSMUSG00000029581.15","ENSMUST00000031565.15","5","Fscn1","Fscn1","ENSMUSG00000029581","Fscn1","14086","Mm.289707","Mm.289707","5","142960343","3","3T3-L1/C2C12/C3H_10T1_2/hippocampus/lymph_nodes/neuro2a/nih_3T3/olfactory_bulb/osteoblast_day14/osteoblast_day5/placenta","3T3-L1"
"96","1416543_at",-0.342692227588369,9.1260292829155,-3.48195041403075,0.00224105130694272,0.0216502156630718,-2.19114773536067,"ENSMUST00000102672","ENSMUSG00000015839","ENSMUSG00000015839.7","ENSMUST00000102672.5","2","Nfe2l2","Nfe2l2","ENSMUSG00000015839","Nfe2l2","18024","Mm.1025","Mm.1025","2","75675513","1","macrophage_bone_marrow_2hr_LPS/macrophage_peri_LPS_thio_0hrs/macrophage_peri_LPS_thio_1hrs/macrophage_peri_LPS_thio_7hrs/osteoclasts/stomach","macrophage_peri_LPS_thio_1hrs"
"97","1416619_at",-0.32548362894589,6.55455028592961,-3.9775741521197,0.000692503182962449,0.00871778620868365,-1.04120636035139,"ENSMUST00000020301","ENSMUSG00000020101","ENSMUSG00000020101.15","ENSMUST00000020301.14","10","Vsir","Vsir","ENSMUSG00000020101","4632428N05Rik","74048","Mm.273584/Mm.470613","Mm.273584/Mm.470613","10","60346851","4","bone/bone_marrow/dendritic_cells_lymphoid_CD8a+/dendritic_cells_myeloid_CD8a-/granulo_mono_progenitor/granulocytes_mac1+gr1+/lymph_nodes/macrophage_bone_marrow_0hr/macrophage_bone_marrow_24h_LPS/macrophage_peri_LPS_thio_0hrs/macrophage_peri_LPS_thio_1hrs/microglia/osteoclasts/RAW_264_7/T-cells_CD4+/T-cells_CD8+/T-cells_foxP3+/thymocyte_SP_CD4+/thymocyte_SP_CD8+","granulocytes_mac1+gr1+"
"99","1416623_at",-0.344136505493484,7.87045124735683,-3.67339355842077,0.00142647493863611,0.0152404987686743,-1.75056546724955,"ENSMUST00000029682","ENSMUSG00000028047","ENSMUSG00000028047.12","ENSMUST00000029682.11","3","Thbs3","Thbs3","ENSMUSG00000028047","Thbs3","21827","Mm.2114","Mm.2114","3","89215180","3","3T3-L1/lung/nih_3T3/osteoblast_day14/osteoblast_day21/osteoblast_day5/umbilical_cord/uterus","uterus"
