"","AFFY.Mouse430.2.probe","logFC","AveExpr","t","P.Value","adj.P.Val","B","Transcript.stable.ID","Gene.stable.ID","Gene.stable.ID.version","Transcript.stable.ID.version","Chromosome/scaffold.name","Gene.name","MGI.symbol","ensembl.gene","gene.symbol","entrezID","refseqID","unigeneID","chrom","startsite","tiss.number","tissues","max.tissue"
"43","1416401_at",-1.02943006495695,7.82864203983783,-6.91899523281249,8.0508271816502e-07,4.19995552412328e-05,5.7253269759509,"ENSMUST00000116457","ENSMUSG00000027215","ENSMUSG00000027215.14","ENSMUST00000116457.9","2","Cd82","Cd82","ENSMUSG00000027215","Cd82","12521","Mm.4261/Mm.406342","Mm.4261/Mm.406342","2","93419111","4","bone_marrow/intestine_small/lacrimal_gland/placenta","intestine_small"
"46","1416402_at",-0.519533991417475,8.57573669481089,-4.44198683685747,0.000228902461871655,0.00357098792790685,0.0540167907131064,"ENSMUST00000075578","ENSMUSG00000031974","ENSMUSG00000031974.9","ENSMUST00000075578.7","8","Abcb10","Abcb10","ENSMUSG00000031974","Abcb10","56199","Mm.274243","Mm.274243","8","123952459","2","bone/bone_marrow","bone_marrow"
"47","1416431_at",-0.887390197691278,9.63158458674675,-7.65790147203839,1.71884555085668e-07,1.10976156803331e-05,7.28402823436505,"ENSMUST00000001513","ENSMUSG00000001473","ENSMUSG00000001473.8","ENSMUST00000001513.8","18","Tubb6","Tubb6","ENSMUSG00000001473","Tubb6","67951",NA,NA,"18","67390717","4","3T3-L1/bladder/C2C12/C3H_10T1_2/embryonic_stem_line_V26_2_p16/lens/macrophage_bone_marrow_0hr/macrophage_bone_marrow_2hr_LPS/macrophage_bone_marrow_6hr_LPS/macrophage_peri_LPS_thio_0hrs/macrophage_peri_LPS_thio_1hrs/macrophage_peri_LPS_thio_7hrs/microglia/mIMCD-3/neuro2a/nih_3T3/osteoblast_day14/osteoblast_day21/osteoblast_day5/osteoclasts/RAW_264_7/umbilical_cord","osteoblast_day5"
"48","1416460_at",-0.34138395288795,6.31253645052177,-4.09491218498576,0.000523572844178458,0.00698204195682561,-0.765426540803343,"ENSMUST00000162033","ENSMUSG00000022613","ENSMUSG00000022613.9","ENSMUST00000162033.2","15","Miox","Miox","ENSMUSG00000022613","Miox","56727","Mm.406532","Mm.406532","15","89334398","1","kidney","kidney"
"53","1416464_at",-0.7886731320446,9.16064474930293,-4.59754702315657,0.000158100376898453,0.0026435193788585,0.421980015171285,"ENSMUST00000006749","ENSMUSG00000006574","ENSMUSG00000006574.16","ENSMUST00000006749.10","11","Slc4a1","Slc4a1","ENSMUSG00000006574","Slc4a1","20533","Mm.7248/Mm.416386","Mm.7248/Mm.416386","11","102348824","4","bone/bone_marrow/spleen/umbilical_cord","bone_marrow"
"54","1416479_a_at",-0.559909229103328,9.94326198364993,-4.9525648002467,6.82298004031445e-05,0.00142149050616264,1.26026114032933,"ENSMUST00000021790","ENSMUSG00000021361","ENSMUSG00000021361.8","ENSMUST00000021790.7","13","Tmem14c","Tmem14c","ENSMUSG00000021361","Tmem14c","66154","Mm.387141","Mm.387141","13","41016250","2","bone/bone_marrow/osteoclasts","bone_marrow"
"55","1416488_at",0.41557710515179,9.25095993494558,4.22107441006221,0.000387545171382099,0.00541152475927766,-0.468034285356733,"ENSMUST00000031331","ENSMUSG00000029385","ENSMUSG00000029385.15","ENSMUST00000031331.13","5","Ccng2","Ccng2","ENSMUSG00000029385","Ccng2","12452","Mm.3527","Mm.3527","5","93267257","1","intestine_large/intestine_small","intestine_small"
"58","1416514_a_at",0.633047425548849,12.0088792377961,5.47920753479636,1.99452091925375e-05,0.000548787802297625,2.49244824550277,"ENSMUST00000031565","ENSMUSG00000029581","ENSMUSG00000029581.15","ENSMUST00000031565.15","5","Fscn1","Fscn1","ENSMUSG00000029581","Fscn1","14086","Mm.289707","Mm.289707","5","142960343","3","3T3-L1/C2C12/C3H_10T1_2/hippocampus/lymph_nodes/neuro2a/nih_3T3/olfactory_bulb/osteoblast_day14/osteoblast_day5/placenta","3T3-L1"
"59","1416619_at",-0.32548362894589,6.55455028592961,-3.9775741521197,0.000692503182962449,0.00871778620868365,-1.04120636035139,"ENSMUST00000105460","ENSMUSG00000020101","ENSMUSG00000020101.15","ENSMUST00000105460.8","10","Vsir","Vsir","ENSMUSG00000020101","4632428N05Rik","74048","Mm.273584/Mm.470613","Mm.273584/Mm.470613","10","60346851","4","bone/bone_marrow/dendritic_cells_lymphoid_CD8a+/dendritic_cells_myeloid_CD8a-/granulo_mono_progenitor/granulocytes_mac1+gr1+/lymph_nodes/macrophage_bone_marrow_0hr/macrophage_bone_marrow_24h_LPS/macrophage_peri_LPS_thio_0hrs/macrophage_peri_LPS_thio_1hrs/microglia/osteoclasts/RAW_264_7/T-cells_CD4+/T-cells_CD8+/T-cells_foxP3+/thymocyte_SP_CD4+/thymocyte_SP_CD8+","granulocytes_mac1+gr1+"
"61","1416629_at",-0.553954799748271,7.85836140595477,-5.90751359724278,7.48158557134683e-06,0.000249124477749115,3.47810601401501,"ENSMUST00000108496","ENSMUSG00000001918","ENSMUSG00000001918.18","ENSMUST00000108496.9","7","Slc1a5","Slc1a5","ENSMUSG00000001918","Slc1a5","20514","Mm.1056","Mm.1056","7","16781346","5","adipose_brown/adipose_white/bone_marrow/mammary_gland_non-lactating/neuro2a/prostate/RAW_264_7/uterus","adipose_white"
"63","1416630_at",0.564299633658434,10.5283951176914,5.3771071924508,2.52675719250523e-05,0.000669796083427911,2.25507007805789,"ENSMUST00000008016","ENSMUSG00000007872","ENSMUSG00000007872.4","ENSMUST00000008016.3","4","Id3","Id3","ENSMUSG00000007872","Id3","15903","Mm.491184","Mm.491184","4","136143497","1","C2C12/C3H_10T1_2/lung/nih_3T3/osteoblast_day14/osteoblast_day21/osteoblast_day5","osteoblast_day14"
"64","1416635_at",-0.500957042211063,7.3859958092142,-4.0884559601684,0.000531694212909374,0.00706822201953161,-0.780623395923407,"ENSMUST00000020022","ENSMUSG00000019872","ENSMUSG00000019872.14","ENSMUST00000020022.8","10","Smpdl3a","Smpdl3a","ENSMUSG00000019872","Smpdl3a","57319","Mm.2379","Mm.2379","10","57794335","4","granulocytes_mac1+gr1+/intestine_large/intestine_small/kidney/lacrimal_gland/macrophage_bone_marrow_0hr/macrophage_bone_marrow_24h_LPS/macrophage_peri_LPS_thio_0hrs/macrophage_peri_LPS_thio_1hrs/macrophage_peri_LPS_thio_7hrs/microglia/osteoblast_day21/osteoclasts/T-cells_foxP3+","kidney"
"65","1416649_at",-1.53740491901477,8.74471177063543,-14.1767588520102,3.51470395296254e-12,1.09139926082232e-09,18.0783328604577,"ENSMUST00000030041","ENSMUSG00000028356","ENSMUSG00000028356.5","ENSMUST00000030041.5","4","Ambp","Ambp","ENSMUSG00000028356","Ambp","11699","Mm.474541","Mm.474541","4","63143275","3","liver/lung/nucleus_accumbens","liver"
"66","1416677_at",-2.36778015934925,7.78069295789933,-24.3359205507103,8.45847850175324e-17,1.83859127699776e-13,28.1046482950399,"ENSMUST00000000049","ENSMUSG00000000049","ENSMUSG00000000049.12","ENSMUST00000000049.6","11","Apoh","Apoh","ENSMUSG00000000049","Apoh","11818","Mm.487984","Mm.487984","11","108343354","4","liver/lung/nucleus_accumbens/testis","liver"
"67","1416693_at",0.602697685874345,7.9277782817498,5.97971121316741,6.35445329645084e-06,0.000220689282656819,3.64246035533914,"ENSMUST00000054691","ENSMUSG00000046714","ENSMUSG00000046714.8","ENSMUST00000054691.8","8","Foxc2","Foxc2","ENSMUSG00000046714","Foxc2","14234","Mm.14092/Mm.402880","Mm.14092/Mm.402880","8","121116171","1","C2C12/C3H_10T1_2/lacrimal_gland/nih_3T3/osteoblast_day14/osteoblast_day21/osteoblast_day5","nih_3T3"
"68","1416700_at",0.622171682680005,9.18189279257722,4.72125397353257,0.000117875790372337,0.00214387114607282,0.714457223018847,"ENSMUST00000017288","ENSMUSG00000017144","ENSMUSG00000017144.9","ENSMUST00000017288.9","2","Rnd3","Rnd3","ENSMUSG00000017144","Rnd3","74194","Mm.46497/Mm.468858","Mm.46497/Mm.468858","2","51130438","1","3T3-L1/C3H_10T1_2/dendritic_plasmacytoid_B220+/macrophage_bone_marrow_2hr_LPS/macrophage_peri_LPS_thio_7hrs/osteoblast_day14/osteoblast_day21/osteoblast_day5/umbilical_cord","osteoblast_day5"
"69","1416729_at",-1.56445217482642,8.25479812719568,-11.8184280649237,1.04545171262382e-10,2.11967122870972e-08,14.7228880156907,"ENSMUST00000014578","ENSMUSG00000059481","ENSMUSG00000059481.6","ENSMUST00000014578.7","17","Plg","Plg","ENSMUSG00000059481","Plg","18815","Mm.971","Mm.971","17","12378609","3","liver/lung/nucleus_accumbens","liver"
"70","1416761_at",0.71170361181324,8.32081365115126,6.0982686089776,4.86632385092973e-06,0.000177338031566841,3.91112793345451,"ENSMUST00000034363","ENSMUSG00000031891","ENSMUSG00000031891.7","ENSMUST00000034363.7","8","Hsd11b2","Hsd11b2","ENSMUSG00000031891","Hsd11b2","15484","Mm.5079","Mm.5079","8","105518746","5","intestine_large/kidney/ovary/stomach/uterus","intestine_large"
"71","1416783_at",-0.45366030827823,7.06309585703682,-4.92409026547571,7.29668865401982e-05,0.00149628008531016,1.19317898853737,"ENSMUST00000184986","ENSMUSG00000061762","ENSMUSG00000061762.13","ENSMUST00000184986.2","6","Tac1","Tac1","ENSMUSG00000061762","Tac1","21333","Mm.1440/Mm.410823/Mm.473926","Mm.1440/Mm.410823/Mm.473926","6","7554879","4","amygdala/cerebral_cortex/cerebral_cortex_prefrontal/dorsal_root_ganglia/dorsal_striatum/hippocampus/hypothalamus/intestine_large/intestine_small/nucleus_accumbens/retina/spinal_cord","dorsal_striatum"
"74","1416804_at",-0.506200984395676,6.74664710211438,-4.78180372079816,0.000102125663103563,0.00192474407253853,0.857498893030725,"ENSMUST00000075606","ENSMUSG00000024937","ENSMUSG00000024937.16","ENSMUST00000075606.6","19","Ehbp1l1","Ehbp1l1","ENSMUSG00000024937","Ehbp1l1","114601","Mm.210447","Mm.210447","19","5707376","3","bone_marrow/mammary_gland_non-lactating/skeletal_muscle","skeletal_muscle"
"76","1416868_at",-0.580866422336595,7.60089207482975,-6.57245249742201,1.70294451681483e-06,7.5033116176686e-05,4.96946143208079,"ENSMUST00000097921","ENSMUSG00000028551","ENSMUSG00000028551.15","ENSMUST00000097921.10","4","Cdkn2c","Cdkn2c","ENSMUSG00000028551","Cdkn2c","12580","Mm.474122","Mm.474122","4","109660876","5","adipose_brown/adipose_white/bone/bone_marrow/macrophage_bone_marrow_0hr/macrophage_bone_marrow_2hr_LPS/mammary_gland__lact/min6/nih_3T3/osteoblast_day14/osteoclasts/testis","min6"
"78","1416882_at",-0.436450175228606,7.52409052807377,-4.27098361629277,0.000344061507397278,0.00487744584725576,-0.350201936245575,"ENSMUST00000033133","ENSMUSG00000030844","ENSMUSG00000030844.12","ENSMUST00000033133.12","7","Rgs10","Rgs10","ENSMUSG00000030844","Rgs10","67865","Mm.18635","Mm.18635","7","128373621","2","dendritic_cells_lymphoid_CD8a+/dorsal_root_ganglia/lymph_nodes/macrophage_bone_marrow_0hr/macrophage_bone_marrow_2hr_LPS/mast_cells/mast_cells_IgE/mast_cells_IgE+antigen_1hr/mast_cells_IgE+antigen_6hr/osteoclasts/T-cells_CD4+/T-cells_CD8+/T-cells_foxP3+/thymocyte_SP_CD4+/thymocyte_SP_CD8+","thymocyte_SP_CD4+"
"80","1416963_at",-0.677501311540215,9.96701981958656,-6.1424849868298,4.40727733823647e-06,0.000165171583463448,4.01092896563315,"ENSMUST00000036509","ENSMUSG00000036352","ENSMUSG00000036352.17","ENSMUST00000036509.14","2","Ubac1","Ubac1","ENSMUSG00000036352","Ubac1","98766","Mm.247824","Mm.247824","2","25998543","4","bone/bone_marrow/mammary_gland_non-lactating/mega_erythrocyte_progenitor/skeletal_muscle","bone_marrow"
"83","1416968_a_at",-0.598551687811806,7.26093081584621,-5.66667214917315,1.29539822457459e-05,0.000378515172230898,2.92598935408152,"ENSMUST00000132702","ENSMUSG00000042289","ENSMUSG00000042289.12","ENSMUST00000132702.8","7","Hsd3b7","Hsd3b7","ENSMUSG00000042289","Hsd3b7","101502","Mm.157103","Mm.157103","7","127785608","2","adipose_brown/liver/macrophage_bone_marrow_0hr/macrophage_bone_marrow_24h_LPS/macrophage_peri_LPS_thio_0hrs/macrophage_peri_LPS_thio_1hrs/mast_cells_IgE/mast_cells_IgE+antigen_1hr/mast_cells_IgE+antigen_6hr/osteoclasts","liver"
"89","1416992_at",0.403411693402779,7.77514468951036,4.577868895886,0.000165669553022844,0.00273501558294169,0.375436824070057,"ENSMUST00000018313","ENSMUSG00000018169","ENSMUSG00000018169.13","ENSMUST00000018313.6","15","Mfng","Mfng","ENSMUSG00000018169","Mfng","17305","Mm.149235","Mm.149235","15","78755882","1","spleen/stem_cells__HSC/T-cells_CD4+/T-cells_CD8+/thymocyte_SP_CD8+","stem_cells__HSC"
"90","1417049_at",-1.00392231152212,7.97077915959353,-9.19927053138246,8.6647253093056e-09,8.56101117302755e-07,10.2968262685229,"ENSMUST00000030627","ENSMUSG00000028825","ENSMUSG00000028825.8","ENSMUST00000030627.8","4","Rhd","Rhd","ENSMUSG00000028825","Rhd","19746","Mm.195461","Mm.195461","4","134864536","2","bone/bone_marrow/mega_erythrocyte_progenitor","bone_marrow"
"91","1417065_at",-0.70458472506597,7.39897339326832,-5.2937943900439,3.06691301836312e-05,0.000778184427733303,2.06077415869491,"ENSMUST00000165033","ENSMUSG00000038418","ENSMUSG00000038418.8","ENSMUST00000165033.2","18","Egr1","Egr1","ENSMUSG00000038418","Egr1","13653","Mm.181959/Mm.470648","Mm.181959/Mm.470648","18","34859823","2","adrenal_gland/amygdala/cerebral_cortex/cerebral_cortex_prefrontal/common_myeloid_progenitor/dendritic_cells_lymphoid_CD8a+/dendritic_cells_myeloid_CD8a-/dorsal_striatum/macrophage_peri_LPS_thio_1hrs/mast_cells/mast_cells_IgE+antigen_1hr/mIMCD-3/nucleus_accumbens/olfactory_bulb/osteoblast_day5/pituitary/stem_cells__HSC/thymocyte_SP_CD4+/thymocyte_SP_CD8+","macrophage_peri_LPS_thio_1hrs"
"93","1417081_a_at",-0.530050817766931,8.51291260632264,-5.07684684747129,5.09365256973947e-05,0.00114536925542314,1.55260045042807,"ENSMUST00000026649","ENSMUSG00000048277","ENSMUSG00000048277.16","ENSMUST00000026649.14","11","Syngr2","Syngr2","ENSMUSG00000048277","Syngr2","20973","Mm.468228","Mm.468228","11","117809668","1","dendritic_cells_myeloid_CD8a-/dendritic_plasmacytoid_B220+/skeletal_muscle","dendritic_cells_myeloid_CD8a-"
"96","1417155_at",0.532008048451246,9.88430526926265,5.30389669279143,2.99560441036981e-05,0.000766052406275354,2.08436121961491,"ENSMUST00000043396","ENSMUSG00000037169","ENSMUSG00000037169.16","ENSMUST00000043396.15","12","Mycn","Mycn","ENSMUSG00000037169","Mycn","18109","Mm.16469/Mm.400380","Mm.16469/Mm.400380","12","12936096","1","Baf3/embryonic_stem_line_V26_2_p16/RAW_264_7/uterus","RAW_264_7"
"98","1417162_at",-0.664728074811083,7.70009434683354,-5.3333298713958,2.79730590903964e-05,0.000729649273313899,2.15304013680054,"ENSMUST00000152603","ENSMUSG00000006301","ENSMUSG00000006301.18","ENSMUST00000152603.8","1","Tmbim1","Tmbim1","ENSMUSG00000006301","Tmbim1","69660","Mm.261182","Mm.261182","1","74288247","3","cornea/intestine_large/intestine_small/mast_cells_IgE+antigen_1hr/mast_cells_IgE+antigen_6hr/stomach","mast_cells_IgE+antigen_6hr"
