"","AFFY.Mouse430.2.probe","logFC","AveExpr","t","P.Value","adj.P.Val","B","Transcript.stable.ID","Gene.stable.ID","Gene.stable.ID.version","Transcript.stable.ID.version","Chromosome/scaffold.name","Gene.name","MGI.symbol","ensembl.gene","gene.symbol","entrezID","refseqID","unigeneID","chrom","startsite","tiss.number","tissues","max.tissue"
"21","1416066_at",-0.471221190824501,8.86489466391196,-3.01285102376984,0.00665614175325765,0.0484059538572536,-3.75002255811877,"ENSMUST00000032492","ENSMUSG00000030342","ENSMUSG00000030342.9","ENSMUST00000032492.9","6","Cd9","Cd9","ENSMUSG00000030342","Cd9","12527","Mm.210676/Mm.470273","Mm.210676/Mm.470273","6","125460266","5","C2C12/dorsal_root_ganglia/epidermis/lung/macrophage_bone_marrow_0hr/macrophage_bone_marrow_2hr_LPS/macrophage_peri_LPS_thio_0hrs/macrophage_peri_LPS_thio_1hrs/macrophage_peri_LPS_thio_7hrs/mammary_gland__lact/mast_cells_IgE+antigen_1hr/mast_cells_IgE+antigen_6hr/nih_3T3/osteoclasts/placenta/RAW_264_7","macrophage_peri_LPS_thio_0hrs"
"23","1416069_at",-0.329432401327265,7.80166502639496,-3.41366027124757,0.00263069339254063,0.0238924117169324,-2.85057737402833,"ENSMUST00000021614","ENSMUSG00000021196","ENSMUSG00000021196.15","ENSMUST00000021614.14","13","Pfkp","Pfkp","ENSMUSG00000021196","Pfkp","56421","Mm.406927","Mm.406927","13","6579768","3","amygdala/Baf3/dorsal_root_ganglia/intestine_small/macrophage_bone_marrow_0hr/mast_cells/neuro2a","dorsal_root_ganglia"
"27","1416098_at",-0.238222088624676,6.90090739226248,-3.02139499853008,0.00652750306061003,0.0477731172370797,-3.73126972242537,"ENSMUST00000007236","ENSMUSG00000007021","ENSMUSG00000007021.6","ENSMUST00000007236.5","17","Syngr3","Syngr3","ENSMUSG00000007021","Syngr3","20974","Mm.26032","Mm.26032","17","24685092","2","amygdala/cerebral_cortex/cerebral_cortex_prefrontal/dorsal_root_ganglia/dorsal_striatum/hippocampus/hypothalamus/nucleus_accumbens/olfactory_bulb/spinal_cord","dorsal_root_ganglia"
"28","1416108_a_at",-0.322726580481024,8.79468253116649,-3.31918192785429,0.00328097627584603,0.0285269950597227,-3.06587370646882,"ENSMUST00000058488","ENSMUSG00000032353","ENSMUSG00000032353.10","ENSMUST00000058488.9","9","Tmed3","Tmed3","ENSMUSG00000032353","Tmed3","66111",NA,NA,"9","89699203","4","adipose_white/lacrimal_gland/min6/osteoblast_day14/osteoblast_day21/prostate/salivary_gland","prostate"
"29","1416122_at",0.511923922876401,11.5303891918574,4.868556167837,8.31855280975014e-05,0.00161444294263038,0.582639885930494,"ENSMUST00000000188","ENSMUSG00000000184","ENSMUSG00000000184.13","ENSMUST00000000188.12","6","Ccnd2","Ccnd2","ENSMUSG00000000184","Ccnd2","12444","Mm.333406/Mm.419305/Mm.470611","Mm.333406/Mm.419305/Mm.470611","6","127125779","1","3T3-L1/adrenal_gland/mast_cells/mast_cells_IgE/mast_cells_IgE+antigen_1hr/mast_cells_IgE+antigen_6hr/osteoblast_day14/osteoblast_day21/osteoblast_day5/T-cells_CD4+/T-cells_CD8+/T-cells_foxP3+/thymocyte_SP_CD4+/thymocyte_SP_CD8+","osteoblast_day5"
"30","1416149_at",-0.34959670902504,6.78858688610637,-3.8162614615719,0.00101648103504915,0.0115277788340096,-1.91644500555675,"ENSMUST00000056882","ENSMUSG00000046160","ENSMUSG00000046160.7","ENSMUST00000056882.7","16","Olig1","Olig1","ENSMUSG00000046160","Olig1","50914","Mm.39300","Mm.39300","16","91269769","1","amygdala/cerebellum/cerebral_cortex/cerebral_cortex_prefrontal/dorsal_striatum/embryonic_stem_line_V26_2_p16/hippocampus/hypothalamus/microglia/nucleus_accumbens/olfactory_bulb/spinal_cord","spinal_cord"
"31","1416188_at",-0.382199957027821,7.13623937633392,-3.08968785231711,0.00558202721622918,0.0429249993832907,-3.58064719996391,"ENSMUST00000000608","ENSMUSG00000000594","ENSMUSG00000000594.8","ENSMUST00000000608.8","11","Gm2a","Gm2a","ENSMUSG00000000594","Gm2a","14667","Mm.287807/Mm.475162","Mm.287807/Mm.475162","11","55098115","3","kidney/macrophage_peri_LPS_thio_0hrs/mast_cells/ovary/placenta","placenta"
"32","1416214_at",0.49483817806521,10.7967732328963,4.76956574747273,0.000105127792263506,0.00191329921590097,0.347081605896088,"ENSMUST00000023353","ENSMUSG00000022673","ENSMUSG00000022673.6","ENSMUST00000023353.4","16","Mcm4","Mcm4","ENSMUSG00000022673","Mcm4","17217","Mm.1500/Mm.472867","Mm.1500/Mm.472867","16","15623897","2","bone/bone_marrow/C2C12/common_myeloid_progenitor/dendritic_cells_lymphoid_CD8a+/embryonic_stem_line_Bruce4_p13/embryonic_stem_line_V26_2_p16/granulo_mono_progenitor/macrophage_bone_marrow_0hr/mega_erythrocyte_progenitor/mIMCD-3/nih_3T3/NK_cells/osteoclasts/RAW_264_7/stem_cells__HSC/T-cells_CD4+/T-cells_CD8+/T-cells_foxP3+/thymocyte_DP_CD4+CD8+/thymocyte_SP_CD4+/thymocyte_SP_CD8+","mega_erythrocyte_progenitor"
"33","1416239_at",-1.1053717154589,8.39077248310046,-8.10838216548544,6.95028901701964e-08,3.7149864491791e-06,7.80147407493255,"ENSMUST00000102840","ENSMUSG00000076441","ENSMUSG00000076441.10","ENSMUST00000102840.5","2","Ass1","Ass1","ENSMUSG00000076441","Ass1","11898","Mm.3217/Mm.406445","Mm.3217/Mm.406445","2","31470207","3","3T3-L1/C2C12/C3H_10T1_2/embryonic_stem_line_Bruce4_p13/embryonic_stem_line_V26_2_p16/kidney/liver/macrophage_bone_marrow_24h_LPS/macrophage_bone_marrow_6hr_LPS/osteoblast_day14/osteoblast_day21/osteoblast_day5/placenta/T-cells_CD4+","liver"
"34","1416242_at",-0.433865719737561,8.10008248535197,-4.66763512566346,0.00013386068618466,0.00229109064202144,0.10428488111124,"ENSMUST00000115317","ENSMUSG00000036782","ENSMUSG00000036782.14","ENSMUST00000115317.9","X","Klhl13","Klhl13","ENSMUSG00000036782","Klhl13","67455",NA,NA,"X","23219271","3","amygdala/dorsal_striatum/embryonic_stem_line_V26_2_p16/hypothalamus/nucleus_accumbens/osteoblast_day14/osteoblast_day21/placenta/spinal_cord/umbilical_cord","placenta"
"39","1416298_at",-0.819544308444809,7.21712402165353,-6.4447839197397,2.25303764669731e-06,8.25396544613097e-05,4.24300313899527,"ENSMUST00000144917","ENSMUSG00000017737","ENSMUSG00000017737.3","ENSMUST00000144917.2","2","Mmp9","Mmp9","ENSMUSG00000017737","Mmp9","17395","Mm.4406/Mm.391876/Mm.421585","Mm.4406/Mm.391876/Mm.421585","2","164940780","3","bone/bone_marrow/granulocytes_mac1+gr1+/microglia/osteoclasts/T-cells_foxP3+","osteoclasts"
"41","1416313_at",0.339914673258328,9.03490180318479,3.18015612128229,0.00453139624174062,0.0367985490565262,-3.37922261542688,"ENSMUST00000065482","ENSMUSG00000053192","ENSMUSG00000053192.10","ENSMUST00000065482.6","3","Mllt11","Mllt11","ENSMUSG00000053192","Mllt11","56772","Mm.331208","Mm.331208","3","95219135","5","amygdala/cerebellum/cerebral_cortex/cerebral_cortex_prefrontal/dorsal_root_ganglia/dorsal_striatum/hippocampus/hypothalamus/min6/neuro2a/nucleus_accumbens/olfactory_bulb/retina/skeletal_muscle/spinal_cord/testis","amygdala"
"42","1416321_s_at",-0.378143686010556,6.53751372882168,-4.95782433317539,6.7389482354237e-05,0.00136051645334978,0.794785610062476,"ENSMUST00000048432","ENSMUSG00000041577","ENSMUSG00000041577.6","ENSMUST00000048432.6","1","Prelp","Prelp","ENSMUSG00000041577","Prelp","116847","Mm.214514","Mm.214514","1","133910304","3","3T3-L1/adipose_brown/adipose_white/bladder/C3H_10T1_2/lung/osteoblast_day14/osteoblast_day21/osteoblast_day5","osteoblast_day21"
"43","1416370_at",0.400849779018126,8.86816943383195,3.32723816643796,0.0032198938874289,0.0281460161393081,-3.04758551337487,"ENSMUST00000110961","ENSMUSG00000037017","ENSMUSG00000037017.16","ENSMUST00000110961.9","5","Zscan21","Zscan21","ENSMUSG00000037017","Zscan21","22697","Mm.2760/Mm.474573","Mm.2760/Mm.474573","5","138116903","1","testis","testis"
"48","1416379_at",0.2451627998931,8.37562417562419,3.19590511680308,0.00436926627698091,0.0355930391245142,-3.34394972727612,"ENSMUST00000056755","ENSMUSG00000031934","ENSMUSG00000031934.15","ENSMUST00000056755.8","9","Panx1","Panx1","ENSMUSG00000031934","Panx1","55991","Mm.142253","Mm.142253","9","15005161","1","intestine_small/thymocyte_SP_CD8+","intestine_small"
"50","1416383_a_at",-0.317099502639515,7.58246055902191,-3.15035246430669,0.00485434200769235,0.0386135497036519,-3.4458079804299,"ENSMUST00000113825","ENSMUSG00000024892","ENSMUSG00000024892.18","ENSMUST00000113825.4","19","Pcx","Pcx","ENSMUSG00000024892","Pcx","18563","Mm.1845/Mm.466963/Mm.488807","Mm.1845/Mm.466963/Mm.488807","19","4510472","5","adipose_brown/adipose_white/kidney/liver/mammary_gland__lact/mammary_gland_non-lactating/ovary","adipose_brown"
"52","1416433_at",0.36532630695076,9.81533307518593,3.38850986729017,0.00279031582678796,0.0250628781081051,-2.90806185637628,"ENSMUST00000102561","ENSMUSG00000028884","ENSMUSG00000028884.15","ENSMUST00000102561.11","4","Rpa2","Rpa2","ENSMUSG00000028884","Rpa2","19891","Mm.2870/Mm.460140","Mm.2870/Mm.460140","4","132768332","2","bone/bone_marrow/common_myeloid_progenitor/embryonic_stem_line_Bruce4_p13/embryonic_stem_line_V26_2_p16/macrophage_bone_marrow_0hr/neuro2a/nih_3T3/osteoclasts/RAW_264_7","embryonic_stem_line_V26_2_p16"
"53","1416457_at",0.49481456434388,10.1900033347974,3.58597718236211,0.00175394043246447,0.0173294629698497,-2.45370115426602,"ENSMUST00000174493","ENSMUSG00000007039","ENSMUSG00000007039.13","ENSMUST00000174493.8","17","Ddah2","Ddah2","ENSMUSG00000007039","Ddah2","51793",NA,NA,"17","35059035","3","3T3-L1/mast_cells_IgE+antigen_1hr/mIMCD-3/neuro2a/osteoblast_day14/osteoblast_day21/placenta/umbilical_cord/uterus","neuro2a"
"56","1416514_a_at",0.621822655052002,12.0088792377961,5.38205391786258,2.49790869148831e-05,0.000621712312106689,1.7974650824213,"ENSMUST00000031565","ENSMUSG00000029581","ENSMUSG00000029581.15","ENSMUST00000031565.15","5","Fscn1","Fscn1","ENSMUSG00000029581","Fscn1","14086","Mm.289707","Mm.289707","5","142960343","3","3T3-L1/C2C12/C3H_10T1_2/hippocampus/lymph_nodes/neuro2a/nih_3T3/olfactory_bulb/osteoblast_day14/osteoblast_day5/placenta","3T3-L1"
"57","1416586_at",0.318433036838564,7.45491025862172,3.78408994180749,0.00109719248605596,0.0121442590489631,-1.99189644521206,"ENSMUST00000079405","ENSMUSG00000042097","ENSMUSG00000042097.18","ENSMUST00000079405.15","6","Zfp239","Zfp239","ENSMUSG00000042097","Zfp239","22685","Mm.249661","Mm.249661","6","117862100","1","amygdala/cerebral_cortex_prefrontal/dorsal_striatum/nucleus_accumbens","dorsal_striatum"
"59","1416608_a_at",-0.274956164807955,9.20414190710175,-3.59816310386057,0.00170419461323966,0.0169406296843534,-2.42545173223268,"ENSMUST00000064709","ENSMUSG00000052712","ENSMUSG00000052712.18","ENSMUST00000064709.13","17","BC004004","BC004004","ENSMUSG00000052712","BC004004","80748","Mm.290116","Mm.290116","17","29268788","1","retinal_pigment_epithelium","retinal_pigment_epithelium"
"63","1416638_at",0.411588719444629,8.12359212877749,3.88927514131537,0.000854496891848438,0.0101128388960865,-1.74480297273383,"ENSMUST00000135523","ENSMUSG00000049532","ENSMUSG00000049532.12","ENSMUST00000135523.5","14","Sall2","Sall2","ENSMUSG00000049532","Sall2","50524","Mm.39487/Mm.475432/Mm.489795","Mm.39487/Mm.475432/Mm.489795","14","52311172","1","amygdala/hypothalamus/olfactory_bulb/spinal_cord","spinal_cord"
"65","1416641_at",0.493486325841841,10.0206501397674,3.78800498920458,0.00108704085147042,0.0120554309395214,-1.98272069195153,"ENSMUST00000098814","ENSMUSG00000056394","ENSMUSG00000056394.21","ENSMUST00000098814.13","7","Lig1","Lig1","ENSMUSG00000056394","Lig1","16881",NA,NA,"7","13277283","2","bone/bone_marrow/common_myeloid_progenitor/embryonic_stem_line_Bruce4_p13/embryonic_stem_line_V26_2_p16/granulo_mono_progenitor/macrophage_bone_marrow_0hr/mega_erythrocyte_progenitor/min6/nih_3T3/osteoclasts/RAW_264_7/stem_cells__HSC/thymocyte_DP_CD4+CD8+/thymocyte_SP_CD8+","common_myeloid_progenitor"
"69","1416648_at",0.448999023450961,9.0219561106427,3.05932014379932,0.00598487019136014,0.0450662107596529,-3.64778208624652,"ENSMUST00000018851","ENSMUSG00000018707","ENSMUSG00000018707.14","ENSMUST00000018851.14","12","Dync1h1","Dync1h1","ENSMUSG00000018707","Dync1h1","13424","Mm.181430","Mm.181430","12","110601452","1","dorsal_root_ganglia","dorsal_root_ganglia"
"70","1416649_at",-0.373380862942149,8.74471177063543,-3.44302947676172,0.00245559339574666,0.02258522501222,-2.7832997281902,"ENSMUST00000030041","ENSMUSG00000028356","ENSMUSG00000028356.5","ENSMUST00000030041.5","4","Ambp","Ambp","ENSMUSG00000028356","Ambp","11699","Mm.474541","Mm.474541","4","63143275","3","liver/lung/nucleus_accumbens","liver"
"71","1416654_at",-0.452915917152516,7.64696685612682,-5.17070533081523,4.08789320245567e-05,0.000909800394990219,1.29925306356838,"ENSMUST00000084530","ENSMUSG00000066152","ENSMUSG00000066152.12","ENSMUST00000084530.9","4","Slc31a2","Slc31a2","ENSMUSG00000066152","Slc31a2","20530","Mm.292539","Mm.292539","4","62262562","2","lacrimal_gland/macrophage_bone_marrow_0hr/macrophage_bone_marrow_24h_LPS/macrophage_bone_marrow_2hr_LPS/macrophage_bone_marrow_6hr_LPS/macrophage_peri_LPS_thio_0hrs/macrophage_peri_LPS_thio_1hrs/macrophage_peri_LPS_thio_7hrs/microglia/osteoclasts","macrophage_peri_LPS_thio_7hrs"
"72","1416664_at",0.413743818008669,11.0641552131761,3.3329220982351,0.00317746779033509,0.0278124395446646,-3.0346744895889,"ENSMUST00000151302","ENSMUSG00000006398","ENSMUSG00000006398.16","ENSMUST00000151302.2","4","Cdc20","Cdc20","ENSMUSG00000006398","Cdc20","107995","Mm.289747/Mm.399777","Mm.289747/Mm.399777","4","118432901","3","3T3-L1/Baf3/bone/bone_marrow/C2C12/C3H_10T1_2/common_myeloid_progenitor/embryonic_stem_line_Bruce4_p13/embryonic_stem_line_V26_2_p16/granulo_mono_progenitor/granulocytes_mac1+gr1+/macrophage_bone_marrow_0hr/macrophage_bone_marrow_2hr_LPS/mega_erythrocyte_progenitor/mIMCD-3/min6/neuro2a/nih_3T3/osteoblast_day14/osteoblast_day5/osteoclasts/RAW_264_7/stem_cells__HSC/testis/thymocyte_DP_CD4+CD8+/thymocyte_SP_CD8+","embryonic_stem_line_V26_2_p16"
"75","1416677_at",-1.41512759380214,7.78069295789933,-14.5446073428335,2.1585516418479e-12,2.93248234510212e-10,18.4382967889333,"ENSMUST00000000049","ENSMUSG00000000049","ENSMUSG00000000049.12","ENSMUST00000000049.6","11","Apoh","Apoh","ENSMUSG00000000049","Apoh","11818","Mm.487984","Mm.487984","11","108343354","4","liver/lung/nucleus_accumbens/testis","liver"
"76","1416689_at",-0.618682026888731,7.44558463736305,-7.23028110592015,4.16348174001359e-07,1.87241823631921e-05,5.96798751705284,"ENSMUST00000006123","ENSMUSG00000005968","ENSMUSG00000005968.15","ENSMUST00000006123.11","3","Tuft1","Tuft1","ENSMUSG00000005968","Tuft1","22156","Mm.10214/Mm.488137","Mm.10214/Mm.488137","3","94612757","4","cornea/epidermis/intestine_large/intestine_small/mIMCD-3/retinal_pigment_epithelium/stomach","epidermis"
"77","1416692_at",0.411125522963962,8.8074561242839,3.95139659269046,0.000737049918970015,0.00900056651985668,-1.5983661821898,"ENSMUST00000036649","ENSMUSG00000033983","ENSMUSG00000033983.15","ENSMUST00000036649.8","11","Coil","Coil","ENSMUSG00000033983","Coil","12812","Mm.268004","Mm.268004","11","88970252","1","embryonic_stem_line_V26_2_p16/testis","testis"
"79","1416711_at",0.31391295911248,6.18184758384727,3.60654416130311,0.00167079062069765,0.0167104687692782,-2.40600986112331,"ENSMUST00000048934","ENSMUSG00000035033","ENSMUSG00000035033.16","ENSMUST00000048934.15","2","Tbr1","Tbr1","ENSMUSG00000035033","Tbr1","21375","Mm.308525/Mm.404741","Mm.308525/Mm.404741","2","61802930","1","amygdala/cerebral_cortex/cerebral_cortex_prefrontal","cerebral_cortex_prefrontal"
"80","1416712_at",-0.334380790114366,9.41395247311937,-3.45376698548559,0.00239447135865075,0.0221794712070477,-2.75866326914042,"ENSMUST00000075068","ENSMUSG00000063931","ENSMUSG00000063931.15","ENSMUST00000075068.14","7","Pepd","Pepd","ENSMUSG00000063931","Pepd","18624","Mm.69751","Mm.69751","7","34912379","2","intestine_small/kidney","intestine_small"
"83","1416723_at",0.479009721432321,8.8291492644774,4.27654298309335,0.000339530854403956,0.00495320067464921,-0.827490622949719,"ENSMUST00000114985","ENSMUSG00000053477","ENSMUSG00000053477.19","ENSMUST00000114985.10","18","Tcf4","Tcf4","ENSMUSG00000053477","Tcf4","21413","Mm.4269/Mm.394316/Mm.457828/Mm.470505/Mm.485755","Mm.4269/Mm.394316/Mm.457828/Mm.470505/Mm.485755","18","69344146","1","cerebral_cortex/cerebral_cortex_prefrontal/dendritic_plasmacytoid_B220+/hippocampus","dendritic_plasmacytoid_B220+"
"89","1416729_at",-0.626069971277412,8.25479812719568,-4.72955520035111,0.000115579234379447,0.00205926827155294,0.251800746117648,"ENSMUST00000014578","ENSMUSG00000059481","ENSMUSG00000059481.6","ENSMUST00000014578.7","17","Plg","Plg","ENSMUSG00000059481","Plg","18815","Mm.971","Mm.971","17","12378609","3","liver/lung/nucleus_accumbens","liver"
"90","1416746_at",0.327878434461649,11.3683269103734,3.01372134024182,0.0066429272717544,0.0484005907699558,-3.74811328468002,"ENSMUST00000052686","ENSMUSG00000049932","ENSMUSG00000049932.4","ENSMUST00000052686.4","9","H2ax","H2ax","ENSMUSG00000049932","H2afx","15270","Mm.245931","Mm.245931","9","44334715","2","bone/bone_marrow/embryonic_stem_line_Bruce4_p13/embryonic_stem_line_V26_2_p16/osteoclasts/RAW_264_7/thymocyte_DP_CD4+CD8+","bone_marrow"
"91","1416757_at",0.347638128013788,8.70810618331889,3.97013984421287,0.000704874566569848,0.00873856853346383,-1.55411772051775,"ENSMUST00000122091","ENSMUSG00000032400","ENSMUSG00000032400.19","ENSMUST00000122091.8","9","Zwilch","Zwilch","ENSMUSG00000032400","Zwilch","68014","Mm.335237/Mm.474670","Mm.335237/Mm.474670","9","64137144","3","Baf3/bone/bone_marrow/C2C12/C3H_10T1_2/common_myeloid_progenitor/embryonic_stem_line_Bruce4_p13/embryonic_stem_line_V26_2_p16/granulo_mono_progenitor/macrophage_bone_marrow_0hr/macrophage_bone_marrow_2hr_LPS/mega_erythrocyte_progenitor/mIMCD-3/min6/neuro2a/nih_3T3/osteoblast_day5/osteoclasts/RAW_264_7/testis/thymocyte_DP_CD4+CD8+","embryonic_stem_line_V26_2_p16"
"92","1416762_at",-0.49182532234625,10.2281061325047,-4.69207329429026,0.000126320442372863,0.00217344486731778,0.16251282702783,"ENSMUST00000170612","ENSMUSG00000041959","ENSMUSG00000041959.15","ENSMUST00000170612.2","3","S100a10","S100a10","ENSMUSG00000041959","S100a10","20194",NA,NA,"3","93555080","3","3T3-L1/C2C12/C3H_10T1_2/dorsal_root_ganglia/intestine_large/intestine_small/macrophage_bone_marrow_0hr/macrophage_bone_marrow_2hr_LPS/macrophage_bone_marrow_6hr_LPS/macrophage_peri_LPS_thio_0hrs/mast_cells/mIMCD-3/nih_3T3/osteoblast_day14/osteoblast_day21/osteoblast_day5/osteoclasts/RAW_264_7/umbilical_cord","nih_3T3"
"95","1416792_at",0.48283750403248,10.2148088275519,3.62819371028913,0.00158746059756343,0.0160742710507937,-2.35574084477045,"ENSMUST00000031032","ENSMUSG00000029147","ENSMUSG00000029147.12","ENSMUST00000031032.11","5","Ppm1g","Ppm1g","ENSMUSG00000029147","Ppm1g","14208","Mm.14501","Mm.14501","5","31202668","1","mIMCD-3/testis","testis"
