"","AFFY.Mouse430.2.probe","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"2259","1448723_at",-2.26043904935325,6.49436847619014,-25.6623660352063,2.89223032525647e-17,6.28674465033249e-15,29.7180268555892
"1447","1424673_at",-1.94001108705845,6.05876415533894,-24.8345832967295,5.61499584020256e-17,1.18114154432132e-14,29.0495186783596
"2204","1420431_at",-2.01908223484784,6.31808568250798,-24.7461255643106,6.03488655882437e-17,1.19563939333581e-14,28.9767588077425
"624","1422334_a_at",-2.01819428930628,6.52389913828712,-24.7429371935922,6.05062106733352e-17,1.19563939333581e-14,28.9741313805497
"1038","1419059_at",-2.98757035249624,7.06068313178319,-24.6893210303261,6.32174392440679e-17,1.21247329797226e-14,28.9298971990372
"1398","1422682_s_at",-2.17979419144792,6.79405357638041,-24.5990752751495,6.80717883370484e-17,1.26827466213112e-14,28.8552251423177
"1202","1453092_at",-2.41449629992513,7.1821698101276,-24.2801801803657,8.85919370439433e-17,1.60474450406543e-14,28.5891480014624
"1474","1423542_at",-1.87268319193307,6.66225713636468,-24.02073437724,1.10034951748413e-16,1.93929167662541e-14,28.3700870256009
"3246","1439479_at",-2.01906771849903,6.51626388931976,-23.7973959254555,1.32840125907968e-16,2.27960647643647e-14,28.1796182473713
"411","1417880_at",-1.7465086896323,6.25083787727845,-23.7219227092166,1.41622914378446e-16,2.3680077555432e-14,28.1148510808739
"3170","1417682_a_at",-2.31162044019094,7.0453049532023,-23.5928597945575,1.58078091909002e-16,2.57706809334651e-14,28.0036209779895
"5563","1424973_at",-1.9505508620986,6.03787152344646,-22.9863738036784,2.66995781281218e-16,4.24653534081664e-14,27.4727446465416
"3098","1419709_at",-1.94010440568845,7.27984122129247,-22.883583762467,2.92170443510738e-16,4.53629395746077e-14,27.3814029424628
"881","1418787_at",-1.62935149827392,6.54571636107391,-21.1116537709248,1.46903698242741e-15,2.22781166567655e-13,25.7405202583226
"1240","1422604_at",-2.16876604222121,6.83766996957077,-21.0769944531962,1.51804352767809e-15,2.24980950999746e-13,25.7071115486561
"4053","1450612_a_at",-1.82822074584391,6.99376119911652,-20.8973666405229,1.80090151553645e-15,2.60970639618071e-13,25.5331156022904
"6200","1427102_at",-1.444860231593,6.21476769372255,-20.5803914707441,2.44267968281724e-15,3.46276395905461e-13,25.222554302766
"3818","1424898_at",-2.22330039688207,6.4699271785752,-20.4059590896043,2.89406245834233e-15,4.01535772145752e-13,25.049697461443
"734","1449242_s_at",-2.07750918704364,7.04296131817801,-20.2903647369068,3.24059770390025e-15,4.40248700565282e-13,24.9343703115771
"2562","1421575_at",1.99210146272501,6.26949994869982,20.2413039066988,3.40054414499169e-15,4.52549966724302e-13,24.8852339597647
"2814","1436503_at",-1.63664982065349,6.66089781355194,-19.77183247885,5.42156797640222e-15,7.07080895482378e-13,24.4092464570493
"4004","1421921_at",-1.9779684917093,6.30231548287373,-19.5715877404794,6.63523293378091e-15,8.48399097278144e-13,24.2029668916784
"3486","1418215_at",-1.67291823483442,6.16585711501278,-19.3482816001275,8.33010391538686e-15,1.04462706985073e-12,23.970577292691
"991","1455540_at",-2.14918098775067,7.07980509310401,-19.1647005004541,1.00609902977995e-14,1.23788146664058e-12,23.7776379114655
"6474","1434722_at",-1.44660653808411,6.79840968422759,-19.0958533013724,1.08036599862111e-14,1.30464197722376e-12,23.7048353052485
"4440","1419591_at",-1.41739822557502,6.72293472332645,-18.9679965361739,1.23389384854896e-14,1.46294941570687e-12,23.568980741054
"4616","1437517_x_at",-1.61568730286595,6.2923467447721,-18.9039874727059,1.31916353125247e-14,1.53611881916024e-12,23.5006468911809
"371","1419230_at",-1.42358391878166,6.09348252348046,-18.648416364275,1.72605146061228e-14,1.97466343414959e-12,23.2256468469203
"6305","1417066_at",-1.85250824406463,7.00395815129252,-18.6281151778408,1.76355605712108e-14,1.98278431870458e-12,23.2036526836
"415","1426650_at",-2.06438236535335,7.55215111928858,-18.4061332827299,2.23390038036519e-14,2.46697996623346e-12,22.9617012160897
"2743","1424853_s_at",-1.63332206211633,6.19903545948545,-18.3912167672076,2.26987882186793e-14,2.46697996623346e-12,22.9453463049595
"804","1417370_at",-1.81411667449331,7.27382714131517,-18.1931403437463,2.80944887006372e-14,3.00334689863697e-12,22.7270026623006
"2312","1428079_at",-1.84536820453925,8.72390272177016,-17.9510848481874,3.65616193316069e-14,3.8454567687324e-12,22.4571941917073
"2459","1424273_at",-1.90544845076462,7.01973065010258,-17.4283710287474,6.52829256028718e-14,6.7573009183544e-12,21.8630220449091
"2320","1429230_at",-1.53997791585595,6.55254210327825,-17.3479567745804,7.1469417490614e-14,7.28206361650459e-12,21.7701807590561
"3904","1439796_at",-1.81185048164942,6.10568593487963,-17.3067699336925,7.48723594610907e-14,7.51142547762726e-12,21.7224780626704
"2473","1418328_at",-1.35010655206745,6.81207035386291,-17.1820111612893,8.62523471748534e-14,8.51380810934266e-12,21.5773535909992
"494","1418918_at",-2.40205846335843,7.97998221401636,-17.169642167899,8.74751024882623e-14,8.51380810934266e-12,21.5629137023249
"2967","1434425_at",-1.15191058013782,5.95500894383321,-16.501410701867,1.89674333467808e-13,1.81892107138761e-11,20.7685761219485
"4359","1451441_at",-1.49059026768246,6.83891528954998,-16.0886960008405,3.1012636033438e-13,2.93091883440651e-11,20.2635448497476
"1613","1431763_a_at",-1.36652136539978,6.91176520471191,-15.966707956917,3.59379980470111e-13,3.34788121806513e-11,20.1120811493792
"4399","1424729_at",-1.36961000672526,6.48188899321863,-15.9190324737827,3.80790590787527e-13,3.49737386271192e-11,20.052609538573
"4831","1448613_at",-1.34073868213416,7.38697973476928,-15.8908445318435,3.94072282076831e-13,3.5690907658653e-11,20.0173736524933
"847","1453275_at",1.47030419547361,6.2084846645431,15.8684367452691,4.04975206317797e-13,3.61669179674818e-11,19.989324053832
"2092","1419699_at",-1.56976409764676,6.62721765055396,-15.8574803106559,4.10420476858404e-13,3.61669179674818e-11,19.9755963856697
"6384","1418734_at",-1.41689243728439,6.05095582368309,-15.7382233290744,4.74885130575932e-13,4.1289679153142e-11,19.8256362890561
"513","1421008_at",-1.15066392947805,6.41905216797573,-15.4971153049872,6.39652630086531e-13,5.48838789578194e-11,19.5194018578942
"6026","1453047_at",1.37556437212645,7.22433138273931,15.379552821084,7.40691346382059e-13,6.2727899607239e-11,19.3685804984474
"3383","1442339_at",-1.58489024252761,6.91856266265706,-15.3510289354217,7.67631932407021e-13,6.33645884025697e-11,19.3318366731641
"6315","1449555_a_at",-1.6593623545629,6.59219976458265,-15.3510170379863,7.6764338043291e-13,6.33645884025697e-11,19.3318213348441
"318","1417256_at",-1.18251532019842,6.55880757226874,-15.2948203494958,8.23757710767963e-13,6.71465503989736e-11,19.2592570105737
"5463","1418769_at",-1.39107781324127,7.596254051856,-15.2015921716773,9.26488815376709e-13,7.45368865429338e-11,19.1383665754719
"3535","1431591_s_at",-1.1481475141491,7.02997166224235,-15.1924293121043,9.37283345578986e-13,7.45368865429338e-11,19.1264505016854
"5458","1449206_at",-1.30519106061443,6.98297355461314,-15.1754901548022,9.57586025578351e-13,7.52339575035714e-11,19.1044052465488
"5549","1424618_at",-1.29348668098142,6.92908494294198,-15.1495205710823,9.89608202735069e-13,7.6824227262326e-11,19.070566314459
"952","1421489_a_at",-1.14858688765849,5.87444330173096,-15.038883223689,1.13908172077132e-12,8.73876694252914e-11,18.9258427087372
"1382","1419523_at",-1.08337783452361,6.21524692268922,-14.723744744586,1.70865696661282e-12,1.2955990789863e-10,18.508562782744
"2423","1418239_at",-1.4235043141862,7.13122018994684,-14.6773426465455,1.81488677887681e-12,1.36033065345467e-10,18.446479981881
"4056","1449817_at",-1.23326657722569,6.54708979683971,-14.5636342104075,2.10538644315975e-12,1.54477231187657e-10,18.2936396420225
"1107","1420420_at",-1.37477457989947,6.17100029768959,-14.5625647399861,2.10833822660657e-12,1.54477231187657e-10,18.2921973345082
"444","1420723_at",-1.34262371196371,6.66629353399046,-14.5506079711418,2.14163497954182e-12,1.55173352239914e-10,18.2760661172492
"2144","1435191_at",-1.4053320665408,6.67441054456493,-14.5269756315623,2.20906956359642e-12,1.58300468397937e-10,18.2441500846171
"5537","1453196_a_at",-1.28188701959924,6.31273797701639,-14.4956740449559,2.30181628689458e-12,1.63153739204778e-10,18.2018090002669
"1096","1419145_at",-1.35680848799666,6.57479940967526,-14.4861239525801,2.33091521518013e-12,1.63439764711717e-10,18.1888754061893
"1305","1417049_at",1.55306467967761,7.97077915959353,14.2312427735843,3.26772432409347e-12,2.26689684227804e-10,17.8410137017753
"1404","1448872_at",-1.41231631964093,6.27689999312809,-14.1930626559133,3.43881901401919e-12,2.36047776741254e-10,17.7884564422803
"3048","1443745_s_at",-1.58000025855667,6.64621553670637,-14.0535720979,4.14765799916932e-12,2.81738310547741e-10,17.5954305980143
"5019","1421944_a_at",-1.37052398846799,6.32778070908134,-14.0418811924466,4.21361315318757e-12,2.83267746102435e-10,17.5791804536131
"426","1439096_at",-1.33887499548564,6.0056065871654,-14.0063018278646,4.42115246482266e-12,2.94187094113353e-10,17.5296565082686
"757","1427352_at",-1.18859103387637,6.45611463741401,-13.9799940914149,4.58144912934326e-12,2.99330275358914e-10,17.4929707834786
"3049","1451336_at",-1.22897876915087,7.32783798046747,-13.9785774470085,4.59025111729664e-12,2.99330275358914e-10,17.4909936700772
"68","1448730_at",-1.21856544984433,7.26991472428592,-13.9596371615634,4.70964139891508e-12,3.04074965963616e-10,17.4645440360536
"4924","1460603_at",-1.06287966677913,6.55151579280231,-13.9238070130266,4.94444110951819e-12,3.16104906619295e-10,17.4144266640471
"4828","1418940_at",-1.2299651961595,6.18626568075472,-13.8336222261685,5.59109257365176e-12,3.53975870609545e-10,17.2878068116469
"1856","1421946_at",-1.4254392502965,6.53397483231804,-13.7468018467484,6.2972750902038e-12,3.94851258300183e-10,17.1652652081027
"790","1447252_s_at",-1.3009487771257,6.2093038561255,-13.6883167382072,6.82494522878883e-12,4.23861598446971e-10,17.0823574607044
"1248","1422100_at",-0.983535384443354,6.13565777969697,-13.6759050358819,6.94274246936574e-12,4.27109657006924e-10,17.0647253606285
"4764","1422908_at",-1.2325371383814,7.14742120930635,-13.6640282860384,7.05744873360903e-12,4.3010862796135e-10,17.0478409127676
"2352","1419094_at",-1.11161267628861,5.95464167653199,-13.4457539556178,9.55734362476877e-12,5.7706886830664e-10,16.735374224519
"222","1423556_at",-1.14106963384914,6.85506203887805,-13.3095826040285,1.1570841179736e-11,6.92233535165671e-10,16.5383410508823
"6427","1420428_at",-1.1647166758275,6.83619439252318,-13.2224655614063,1.30869910024153e-11,7.75820621152277e-10,16.4114286747791
"3457","1429297_at",-1.41716678464164,6.60827730820062,-13.1789751431212,1.39200447584025e-11,8.17771278103989e-10,16.3478188818042
"2733","1421413_a_at",-1.25296313070536,7.8772935003913,-13.1153877546955,1.52388811362975e-11,8.8725664187318e-10,16.2545099698382
"240","1422920_at",1.13519890521435,7.38685881331919,12.9974527542461,1.80412945951993e-11,1.04112638986986e-09,16.0804848396508
"4863","1448783_at",-1.43957918361833,7.11428303791708,-12.9802294156161,1.84934806868788e-11,1.04933794139013e-09,16.0549643399535
"1142","1424090_at",-1.01944480806482,6.53833206109316,-12.9797805154219,1.85054229811172e-11,1.04933794139013e-09,16.0542988250301
"3445","1423227_at",-0.994734776640514,6.3934398756338,-12.9275945417358,1.99500410084704e-11,1.12150187427789e-09,15.9768051890674
"3525","1452956_a_at",-1.33849841997402,6.88685382934963,-12.9161375071949,2.02826465182168e-11,1.13045417047258e-09,15.9597586492157
"3690","1444322_at",-1.36174356131889,6.4206837487178,-12.6324412795472,3.06585467903253e-11,1.69427443745518e-09,15.533777571096
"5639","1421370_a_at",-1.23427325436826,7.01590163273362,-12.6177784542315,3.13264090388933e-11,1.7166345659044e-09,15.5115560639949
"5120","1449047_at",-1.06393786025757,7.23047110582178,-12.5045841855484,3.70209126775899e-11,2.01177809642137e-09,15.3393239765213
"4746","1454660_at",-1.3622196550484,7.09520679897878,-12.4648721077084,3.92659433728409e-11,2.1161422870603e-09,15.2786101255701
"1419","1418191_at",-1.07132922032213,6.49062347352931,-12.3716253981649,4.51130739747875e-11,2.40938942768379e-09,15.1354540880193
"2122","1460233_at",-1.22741625880465,6.71444770898507,-12.3666979247378,4.54462351794365e-11,2.40938942768379e-09,15.1278658890783
"756","1418735_at",-1.15058526409544,7.10656596966743,-12.2963339342666,5.04936459351885e-11,2.65539568664003e-09,15.0192498486749
"945","1419167_at",-1.41743078202645,6.91563220062416,-12.2297461762635,5.58093130661736e-11,2.91146024403615e-09,14.9160184026013
"6094","1431554_a_at",-0.963949714938563,6.52618113315257,-12.2108225758995,5.7424015811454e-11,2.97192069132136e-09,14.8866017472221
"3480","1451537_at",-0.986855728652634,6.56902661476161,-12.0599053181122,7.21787158450758e-11,3.70612130728929e-09,14.6507363520352
"3726","1454799_at",-1.03844964289374,6.65517229670924,-12.0213052887523,7.65531633121459e-11,3.90002482780081e-09,14.5900456967932
"6242","1444504_at",-1.05465064127546,6.59513614306231,-11.9887586060675,8.04559557627819e-11,4.0670797482876e-09,14.5387568212962
"5584","1417337_at",1.66536014927426,7.21648751555261,11.943122947084,8.62805596860281e-11,4.32796561317376e-09,14.4666624103479
"3643","1441054_at",1.17014931632981,6.73535473879179,11.7064913226886,1.24373825651929e-10,6.19115814562007e-09,14.089447658841
"43","1422930_at",1.25697952619707,7.14983658948196,11.6852672521239,1.28555625429081e-10,6.35084267744724e-09,14.0553340581902
"3328","1417961_a_at",-0.847499122119261,6.67538441537095,-11.6582130200113,1.34099355792779e-10,6.5749014971783e-09,14.0117821045781
"1008","1448837_at",-0.860129881853136,6.96837079077939,-11.6237415055919,1.41525710556228e-10,6.88723252639674e-09,13.9561799184843
"3906","1419399_at",-1.23661311312594,7.79989314008276,-11.6084457387037,1.4495688989739e-10,7.00195465941393e-09,13.9314684772886
"992","1448987_at",-1.4348303990816,9.32243833311974,-11.4832030412019,1.76526238102271e-10,8.46417351959494e-09,13.7282105817575
"4888","1434803_a_at",-1.12847746670223,6.65919911579321,-11.3944991431216,2.03158080069795e-10,9.67002803018347e-09,13.5832539349996
"4069","1450783_at",-0.959436530458214,6.17439897796514,-11.2940164930306,2.38444010393401e-10,1.12673434186621e-08,13.4180394433998
"1748","1434725_at",-0.992189712698711,6.71038466601484,-11.2641369803602,2.50124381351735e-10,1.17342524517602e-08,13.3687030460306
"949","1423754_at",-1.23966117680403,8.87459923482384,-11.2292918848517,2.64501557881219e-10,1.2283933606124e-08,13.3110464103312
"1592","1416913_at",-1.12208626701378,6.10183947080576,-11.2266906804438,2.65608746889048e-10,1.2283933606124e-08,13.3067370684203
"4589","1435064_a_at",-1.01225236995865,6.20842121761809,-11.1251024048332,3.12847798257484e-10,1.43667640312469e-08,13.1378663722662
"481","1420827_a_at",-1.0033277720132,9.2095940688288,-11.1176653949446,3.16632857107431e-10,1.44389011272557e-08,13.1254598066621
"3089","1416383_a_at",-1.11468577372289,7.58246055902191,-11.0742938571166,3.39676563955885e-10,1.53821588441412e-08,13.0529864591479
"2666","1435007_s_at",-0.89981101780872,7.19147817208365,-11.0161243864383,3.73353957942227e-10,1.67906286878708e-08,12.9554629695228
"814","1448741_at",-0.917547788140421,6.46619716470666,-10.97320249562,4.00419103150481e-10,1.78844724085225e-08,12.8832643883432
"772","1416905_at",-1.09803485499098,6.46274567950445,-10.9369474345279,4.24868539488389e-10,1.88473996326788e-08,12.8221217440312
"2024","1450633_at",-1.00138779565435,7.42994063268637,-10.9013456340283,4.50391545477092e-10,1.98446166760548e-08,12.7619392510481
"2988","1427459_at",-0.805068076801486,6.38967483983129,-10.8829090492065,4.64230572465185e-10,2.03170977385602e-08,12.7307181505475
"394","1415793_at",1.32415798181456,9.13205226489155,10.8405303224303,4.97744137058008e-10,2.16385967850351e-08,12.6588092756258
"1196","1418931_at",-0.799366406783515,6.25009053302358,-10.8231590541031,5.12199784380474e-10,2.21195681718217e-08,12.6292755616424
"1298","1423257_at",-0.999025913040791,5.96584496007441,-10.7093421809448,6.18379851048455e-10,2.65293092676775e-08,12.4349332447413
"1379","1452345_at",-1.07117819140794,6.57810443584781,-10.6766061471983,6.52982139432135e-10,2.78306962825945e-08,12.3787662864052
"6044","1424600_at",-1.16846708171222,6.82465234526409,-10.6236620849456,7.13267620719821e-10,3.02027152903503e-08,12.2876703952177
"569","1417085_at",-1.0488340386631,6.31603453257702,-10.5426771385522,8.16914472682898e-10,3.43683824281624e-08,12.1477098860216
"4205","1418392_a_at",-0.931780989264185,6.13019277441543,-10.5139050579499,8.5740751454748e-10,3.58407333484879e-08,12.0978045866551
"5242","1427034_at",-0.812243027799739,7.35657945145194,-10.5090704344804,8.64413798553153e-10,3.59034546520071e-08,12.0894095909435
"2332","1425233_at",-0.918666010095735,6.37228279679133,-10.4759511733935,9.14038419184305e-10,3.77243324778535e-08,12.0318279983851
"6579","1437028_at",-1.09656337226386,7.1093562870226,-10.4573950257866,9.43127910514183e-10,3.86801075752389e-08,11.9995108335973
"6151","1448377_at",-1.12433906002442,7.13406495923764,-10.4440478963638,9.64645322297253e-10,3.93153259168774e-08,11.9762410764717
"2446","1449959_x_at",-1.34804576705912,7.68186555654164,-10.4359179101721,9.78001461811111e-10,3.96120964749705e-08,11.9620569514865
"1696","1423108_at",-1.03405622579887,9.0031280625114,-10.3807037353038,1.07394600070711e-09,4.3109244815862e-08,11.8655242067083
"1246","1419331_at",-0.839428076979125,6.51188884371886,-10.3787222096608,1.07756584956073e-09,4.3109244815862e-08,11.8620532716605
"665","1418028_at",-0.804229973872136,6.9440944890794,-10.3721386453194,1.08968401635739e-09,4.33282284796741e-08,11.8505179114484
"1036","1417735_at",-0.88146638639061,5.99095234112923,-10.3550633260275,1.12177860856512e-09,4.43340503421403e-08,11.820576000313
"2721","1422401_at",-1.05695527340508,6.96711860330637,-10.3098697800123,1.21155343615516e-09,4.75936141998059e-08,11.7411643929992
"99","1418708_at",-0.988815059453675,7.03599531942745,-10.1085333203349,1.712104711855e-09,6.68541007545295e-08,11.3844766423129
"4568","1420442_at",-0.820322600298771,6.4221128959143,-10.0932820583325,1.75788233304038e-09,6.82330398437875e-08,11.3572624423715
"4745","1416897_at",-0.731339967761714,7.1169000650896,-10.0554418854922,1.87703692615838e-09,7.24269692040165e-08,11.2896213794931
"1789","1440218_at",-0.906047035491535,6.59200720458435,-9.98347774448932,2.12736370813116e-09,8.16031690630783e-08,11.1605108265462
"247","1419082_at",-0.863365429191026,6.32053381790337,-9.94233792355891,2.28581603870598e-09,8.71684584117059e-08,11.0864234308123
"879","1427910_at",-1.04104775385782,6.53931905443348,-9.93498532210753,2.31540213145649e-09,8.77833563908591e-08,11.0731609488571
"3358","1425272_at",-0.82574015491468,7.0989328364583,-9.89000019928819,2.50529064207956e-09,9.44335276127213e-08,10.9918758902581
"4836","1429116_at",-0.736805756926609,7.38712350613899,-9.84106157174387,2.73033701162682e-09,1.02324871567922e-07,10.9031696645214
"2568","1418855_at",-0.985397577854809,5.81566796352925,-9.82864193020368,2.79072232551233e-09,1.03990287340948e-07,10.8806116832947
"4927","1435887_at",-1.02364468369252,7.0698070354608,-9.82002781744071,2.83341796777561e-09,1.04981355499232e-07,10.8649547559804
"1120","1421963_a_at",0.895838755591365,7.85547417581236,9.80191805292493,2.92540492490831e-09,1.07777206301283e-07,10.8320092543109
"4486","1419136_at",-0.750935103259023,6.85538118068803,-9.79783235207766,2.94658325296824e-09,1.07947580857336e-07,10.8245709905833
"905","1437438_x_at",-0.712651217392154,6.07165622676058,-9.78113837303495,3.03478460338754e-09,1.10557711724526e-07,10.7941575109831
"1594","1450645_at",-0.746976587204999,6.04482900323316,-9.77374715483229,3.07470678022707e-09,1.11389793965893e-07,10.7806811880813
"1745","1427480_at",-1.00230643657663,6.81220057399254,-9.72875722970329,3.32976315056523e-09,1.19963455827823e-07,10.6985079724088
"2821","1417421_at",-0.989258959070611,7.03112035853826,-9.70845105774068,3.45198468385039e-09,1.23683473205431e-07,10.6613382085817
"6187","1415682_at",1.01993646517191,9.20725871545929,9.70014321124899,3.50332302191142e-09,1.24836991398275e-07,10.6461164381628
"5171","1428322_a_at",-0.738378144602816,10.1852047525194,-9.69571669905873,3.53099966866263e-09,1.25139395866027e-07,10.6380026612584
"4118","1448998_at",-0.81587870583275,6.50548277762415,-9.68069785974807,3.62660797260193e-09,1.27833030212634e-07,10.6104553110105
"2904","1419196_at",-1.05337161566445,6.32677799610821,-9.63838220395691,3.91070788337663e-09,1.37106054341392e-07,10.5326917120278
"2262","1423147_at",-1.15227383963589,6.52524119323879,-9.63423508075513,3.93976698680833e-09,1.3738620599453e-07,10.5250586970414
"6271","1417434_at",-1.01749694013103,8.83184669684924,-9.5604659785313,4.49586118253506e-09,1.55944206230378e-07,10.3889284536818
"820","1417255_at",0.851982852681274,8.39354802595965,9.51691250703055,4.86186260383374e-09,1.67747121902644e-07,10.3082411765114
"1320","1449461_at",-0.667104964494879,6.15529267646019,-9.4955986102766,5.05211181183691e-09,1.73393795394676e-07,10.2686693238114
"377","1416298_at",-1.20690852857525,7.21712402165353,-9.49096296247694,5.09450308133376e-09,1.73933270122395e-07,10.2600552118152
"5326","1418668_at",-0.742590727157864,6.39252198434953,-9.48724355646478,5.12878244490379e-09,1.74191616266758e-07,10.253141760285
"5288","1422454_at",-1.1132410745224,6.67087973584463,-9.44480336974616,5.53730869603526e-09,1.87092176201274e-07,10.1741341989451
"1702","1420831_at",-0.832345043459308,7.17579015496046,-9.43345622508746,5.65215639964155e-09,1.89988205577642e-07,10.1529721158522
"434","1422860_at",-0.842601500200851,6.53524606397478,-9.40481474547232,5.95316991869515e-09,1.99080107896467e-07,10.0994851881629
"2271","1420771_at",-1.00998594073654,6.40979514074412,-9.3352494158163,6.75557792380847e-09,2.24760834903852e-07,9.96914735807498
"3442","1426014_a_at",-1.06421930011226,6.86166051719099,-9.30019960681056,7.20159815144279e-09,2.38383865713495e-07,9.90324803776731
"3189","1435665_at",-0.701598069573469,6.15015480943581,-9.26734971790066,7.64737774254794e-09,2.51049420127932e-07,9.84134467923756
"4107","1456595_x_at",-1.21702519761766,6.34357914883863,-9.26636152049564,7.6612229114336e-09,2.51049420127932e-07,9.83948038363107
"3135","1419748_at",-0.993518343534524,7.11559635210969,-9.22491765693825,8.26591500552247e-09,2.6951015875506e-07,9.76118306874267
"3192","1418199_at",1.5930775401988,8.61156420969913,9.20172339605496,8.6257350475948e-09,2.79842876842615e-07,9.71726892135446
"1464","1417220_at",-0.877820155227745,7.19056840241817,-9.19356653972831,8.75610312722806e-09,2.82666081646803e-07,9.70180921382662
"4689","1438448_at",-0.651845364058975,5.88502735705313,-9.15071843572388,9.47528631984049e-09,3.04376069417142e-07,9.62046069761983
"5672","1450107_a_at",-0.790315068012543,7.9994638192381,-9.11934725751415,1.00404884999374e-08,3.19537473874359e-07,9.5607537989651
"4392","1427137_at",-0.72163288431081,6.20014704502063,-9.11908993790752,1.00452663923085e-08,3.19537473874359e-07,9.56026354083466
"5644","1419294_at",-0.804271752143904,7.05119473050834,-9.10682357754462,1.02757836285907e-08,3.25283422534173e-07,9.53688329298484
"1148","1420347_at",-1.11737244473501,6.49313347912279,-9.06989585352299,1.10034381400333e-08,3.46634879764045e-07,9.46638174071153
"6362","1455500_at",-0.748193102904594,7.6432116481971,-9.04853546711328,1.14485336617826e-08,3.58922538502328e-07,9.42552164757794
"4251","1427377_x_at",-0.737241877084701,6.83552776544039,-9.01175036526593,1.22593069301527e-08,3.81763994645678e-07,9.35501921525057
"6299","1421286_a_at",-0.653516771311386,6.59913594783107,-9.01022462449544,1.2294193969574e-08,3.81763994645678e-07,9.35209124065123
"2812","1419311_at",1.4691246074102,8.15664131754146,9.00632344120633,1.23838657503469e-08,3.8272601212328e-07,9.34460331632028
